

Measurement ID;3914
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;6/28/2017 9:12:23 AM
End Time;6/30/2017 5:53:32 AM
Test section;EIS00009
Comment;-20degC EIS
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
6/29/2017 6:37:25 PM;59;EIS;33:24:55.943;00:00:21.426;1;1;Pan_5pulse_EIS_0dC;3.46853;0.00000;-2.03001;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.47050;33.53171;6.48126;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99168;0.29037;34.15234;10.93966;-20.00000;-20.00000;-17.37272;
6/29/2017 6:37:36 PM;59;EIS;33:25:06.579;00:00:32.062;1;1;Pan_5pulse_EIS_0dC;3.46917;0.00000;-2.03001;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.47162;33.46520;4.34750;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98679;0.29241;33.74642;7.40190;-20.00000;-20.00000;-17.37272;
6/29/2017 6:37:46 PM;59;EIS;33:25:17.357;00:00:42.840;1;1;Pan_5pulse_EIS_0dC;3.46917;0.00000;-2.03001;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.47084;33.56551;2.38738;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99623;0.29605;33.65031;4.06837;-20.00000;-20.00000;-17.37272;
6/29/2017 6:37:57 PM;59;EIS;33:25:28.076;00:00:53.559;1;1;Pan_5pulse_EIS_0dC;3.46917;0.00000;-2.03001;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.47404;33.87428;0.59972;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00622;0.29700;33.87959;1.01428;-20.00000;-20.00000;-17.37272;
6/29/2017 6:38:08 PM;59;EIS;33:25:38.879;00:01:04.362;1;1;Pan_5pulse_EIS_0dC;3.46917;0.00000;-2.03001;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.47415;34.34622;-0.86958;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01372;0.29505;34.35723;-1.45030;-20.00000;-20.00000;-17.36151;
6/29/2017 6:38:19 PM;59;EIS;33:25:49.577;00:01:15.060;1;1;Pan_5pulse_EIS_0dC;3.46917;0.00000;-2.03001;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.47103;34.90864;-2.06179;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01754;0.29098;34.96948;-3.38011;-20.00000;-20.00000;-17.36151;
6/29/2017 6:38:29 PM;59;EIS;33:26:00.303;00:01:25.786;1;1;Pan_5pulse_EIS_0dC;3.46982;0.00000;-2.03001;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.46656;35.63272;-3.21451;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01754;0.28593;35.77742;-5.15482;-20.00000;-20.00000;-17.36151;
6/29/2017 6:38:40 PM;59;EIS;33:26:11.213;00:01:36.696;1;1;Pan_5pulse_EIS_0dC;3.46982;0.00000;-2.03001;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.47869;36.45635;-4.25286;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02575;0.27947;36.70357;-6.65383;-20.00000;-20.00000;-17.37272;
6/29/2017 6:38:51 PM;59;EIS;33:26:22.186;00:01:47.669;1;1;Pan_5pulse_EIS_0dC;3.46982;0.00000;-2.03001;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.47132;37.39171;-5.24928;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02864;0.27243;37.75837;-7.99132;-20.00000;-20.00000;-17.36151;
