

Measurement ID;3914
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;6/28/2017 9:12:23 AM
End Time;6/30/2017 5:53:32 AM
Test section;EIS00007
Comment;-20degC EIS
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
6/29/2017 10:57:20 AM;52;EIS;25:44:50.877;00:00:21.435;5;1;Pan_5pulse_EIS_0dC;3.61522;0.00000;-1.45002;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.61648;32.79480;6.48801;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99115;0.29648;33.43043;11.19069;-20.00000;-20.00000;-17.39514;
6/29/2017 10:57:30 AM;52;EIS;25:45:01.492;00:00:32.050;5;1;Pan_5pulse_EIS_0dC;3.61587;0.00000;-1.45002;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.61635;32.69730;4.37593;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98565;0.29878;32.98882;7.62270;-20.00000;-20.00000;-17.38393;
6/29/2017 10:57:41 AM;52;EIS;25:45:12.264;00:00:42.822;5;1;Pan_5pulse_EIS_0dC;3.61587;0.00000;-1.45002;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.61832;32.76612;2.43165;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99502;0.30284;32.85623;4.24428;-20.00000;-20.00000;-17.38393;
6/29/2017 10:57:52 AM;52;EIS;25:45:22.863;00:00:53.421;5;1;Pan_5pulse_EIS_0dC;3.61587;0.00000;-1.45002;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.61989;33.03924;0.65208;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99502;0.30416;33.04568;1.13068;-20.00000;-20.00000;-17.38393;
6/29/2017 10:58:02 AM;52;EIS;25:45:33.569;00:01:04.127;5;1;Pan_5pulse_EIS_0dC;3.61587;0.00000;-1.45002;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.61792;33.48284;-0.81921;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01323;0.30252;33.49286;-1.40155;-20.00000;-20.00000;-17.38393;
6/29/2017 10:58:13 AM;52;EIS;25:45:44.355;00:01:14.913;5;1;Pan_5pulse_EIS_0dC;3.61587;0.00000;-1.45002;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.62354;34.02863;-2.01803;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01757;0.29851;34.08842;-3.39389;-20.00000;-20.00000;-17.37272;
6/29/2017 10:58:24 AM;52;EIS;25:45:55.141;00:01:25.699;5;1;Pan_5pulse_EIS_0dC;3.61651;0.00000;-1.45002;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.61408;34.73860;-3.18105;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02311;0.29329;34.88394;-5.23205;-20.00000;-20.00000;-17.38393;
6/29/2017 10:58:35 AM;52;EIS;25:46:06.026;00:01:36.584;5;1;Pan_5pulse_EIS_0dC;3.61651;0.00000;-1.45002;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.62588;35.54713;-4.23542;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02311;0.28665;35.79856;-6.79473;-20.00000;-20.00000;-17.38393;
6/29/2017 10:58:46 AM;52;EIS;25:46:17.123;00:01:47.681;5;1;Pan_5pulse_EIS_0dC;3.61651;0.00000;-1.45002;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.61842;36.46757;-5.25056;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02911;0.27932;36.84362;-8.19308;-20.00000;-20.00000;-17.38393;
6/29/2017 10:58:57 AM;52;EIS;25:46:28.434;00:01:58.992;5;1;Pan_5pulse_EIS_0dC;3.61651;0.00000;-1.45002;;0.00100;6000.00000;449.93653;2.00000;-2.00000;20.00000;10.00000;10.00000;16.00000;3.62672;37.51363;-6.25632;450.70422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03205;0.27137;38.03175;-9.46834;-20.00000;-20.00000;-17.37272;
6/29/2017 10:59:09 AM;52;EIS;25:46:39.946;00:02:10.504;5;1;Pan_5pulse_EIS_0dC;3.61651;0.00000;-1.45002;;0.00100;6000.00000;337.40480;2.00000;-2.00000;20.00000;10.00000;11.00000;16.00000;3.61663;38.72534;-7.30539;336.84210;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03605;0.26290;39.40838;-10.68309;-20.00000;-20.00000;-17.37272;
