

Measurement ID;3914
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;6/28/2017 9:12:23 AM
End Time;6/30/2017 5:53:32 AM
Test section;EIS00010
Comment;-20degC EIS
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
6/29/2017 10:17:27 PM;59;EIS;37:04:58.230;00:00:21.417;2;1;Pan_5pulse_EIS_0dC;3.44022;0.00000;-2.17502;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.44213;33.88486;6.44405;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99140;0.28743;34.49217;10.76764;-20.00000;-20.00000;-17.37272;
6/29/2017 10:17:38 PM;59;EIS;37:05:08.933;00:00:32.120;2;1;Pan_5pulse_EIS_0dC;3.44022;0.00000;-2.17502;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.44286;33.82482;4.30152;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98729;0.28955;34.09724;7.24743;-20.00000;-20.00000;-17.37272;
6/29/2017 10:17:49 PM;59;EIS;37:05:19.726;00:00:42.913;2;1;Pan_5pulse_EIS_0dC;3.44022;0.00000;-2.17502;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.44231;33.93335;2.33580;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99665;0.29301;34.01365;3.93774;-20.00000;-20.00000;-17.37272;
6/29/2017 10:18:00 PM;59;EIS;37:05:30.452;00:00:53.639;2;1;Pan_5pulse_EIS_0dC;3.44086;0.00000;-2.17502;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.43921;34.25012;0.54311;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00651;0.29383;34.25442;0.90847;-20.00000;-20.00000;-17.37272;
6/29/2017 10:18:10 PM;59;EIS;37:05:41.244;00:01:04.431;2;1;Pan_5pulse_EIS_0dC;3.44086;0.00000;-2.17502;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.44251;34.73444;-0.93280;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01404;0.29183;34.74697;-1.53832;-20.00000;-20.00000;-17.37272;
6/29/2017 10:18:21 PM;59;EIS;37:05:52.039;00:01:15.226;2;1;Pan_5pulse_EIS_0dC;3.44086;0.00000;-2.17502;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.44257;35.31355;-2.13159;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01794;0.28773;35.37783;-3.45429;-20.00000;-20.00000;-17.37272;
6/29/2017 10:18:32 PM;59;EIS;37:06:02.919;00:01:26.106;2;1;Pan_5pulse_EIS_0dC;3.44086;0.00000;-2.17502;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.43653;36.05675;-3.29095;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02326;0.28262;36.20662;-5.21501;-20.00000;-20.00000;-17.37272;
6/29/2017 10:18:43 PM;59;EIS;37:06:13.873;00:01:37.060;2;1;Pan_5pulse_EIS_0dC;3.44086;0.00000;-2.17502;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.43536;36.89357;-4.33543;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02589;0.27617;37.14742;-6.70219;-20.00000;-20.00000;-17.37272;
6/29/2017 10:18:54 PM;59;EIS;37:06:24.895;00:01:48.082;2;1;Pan_5pulse_EIS_0dC;3.44086;0.00000;-2.17502;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.44288;37.84103;-5.34076;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02872;0.26919;38.21606;-8.03349;-20.00000;-20.00000;-17.37272;
