

Measurement ID;3914
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;6/28/2017 9:12:23 AM
End Time;6/30/2017 5:53:32 AM
Test section;EIS00008
Comment;-20degC EIS
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
6/29/2017 2:47:22 PM;52;EIS;29:34:53.290;00:00:21.277;6;1;Pan_5pulse_EIS_0dC;3.54188;0.00000;-1.74001;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.54328;33.12133;6.49079;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99107;0.29364;33.75134;11.08774;-20.00000;-20.00000;-17.23822;
6/29/2017 2:47:33 PM;52;EIS;29:35:04.038;00:00:32.025;6;1;Pan_5pulse_EIS_0dC;3.54188;0.00000;-1.74001;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.54195;33.03344;4.36643;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98597;0.29590;33.32077;7.52983;-20.00000;-20.00000;-17.17097;
6/29/2017 2:47:44 PM;52;EIS;29:35:14.777;00:00:42.764;6;1;Pan_5pulse_EIS_0dC;3.54188;0.00000;-1.74001;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.54370;33.11606;2.41596;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99555;0.29983;33.20407;4.17259;-20.00000;-20.00000;-17.37272;
6/29/2017 2:47:55 PM;52;EIS;29:35:25.535;00:00:53.522;6;1;Pan_5pulse_EIS_0dC;3.54252;0.00000;-1.74001;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.54530;33.40669;0.63318;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00572;0.30100;33.41269;1.08584;-20.00000;-20.00000;-17.36151;
6/29/2017 2:48:05 PM;52;EIS;29:35:36.290;00:01:04.277;6;1;Pan_5pulse_EIS_0dC;3.54252;0.00000;-1.74001;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.54310;33.86721;-0.83731;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01357;0.29919;33.87756;-1.41625;-20.00000;-20.00000;-17.37272;
6/29/2017 2:48:16 PM;52;EIS;29:35:47.002;00:01:14.989;6;1;Pan_5pulse_EIS_0dC;3.54252;0.00000;-1.74001;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.54400;34.42228;-2.03360;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01761;0.29511;34.48230;-3.38098;-20.00000;-20.00000;-17.37272;
6/29/2017 2:48:27 PM;52;EIS;29:35:57.807;00:01:25.794;6;1;Pan_5pulse_EIS_0dC;3.54252;0.00000;-1.74001;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.53957;35.14153;-3.19146;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02304;0.28993;35.28615;-5.18921;-20.00000;-20.00000;-17.15976;
6/29/2017 2:48:38 PM;52;EIS;29:36:08.683;00:01:36.670;6;1;Pan_5pulse_EIS_0dC;3.54252;0.00000;-1.74001;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.54430;35.95686;-4.23604;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02612;0.28342;36.20552;-6.71899;-20.00000;-20.00000;-17.38393;
6/29/2017 2:48:49 PM;52;EIS;29:36:19.720;00:01:47.707;6;1;Pan_5pulse_EIS_0dC;3.54316;0.00000;-1.74001;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.53608;36.88554;-5.24237;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02882;0.27615;37.25621;-8.08900;-20.00000;-20.00000;-17.37272;
6/29/2017 2:49:00 PM;52;EIS;29:36:30.984;00:01:58.971;6;1;Pan_5pulse_EIS_0dC;3.54316;0.00000;-1.74001;;0.00100;6000.00000;449.93653;2.00000;-2.00000;20.00000;10.00000;10.00000;16.00000;3.55327;37.93884;-6.23744;450.70422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03191;0.26839;38.44817;-9.33636;-20.00000;-20.00000;-17.36151;
