

Measurement ID;3914
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;6/28/2017 9:12:23 AM
End Time;6/30/2017 5:53:32 AM
Test section;EIS00002
Comment;-20degC EIS
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
6/28/2017 3:27:03 PM;43;EIS;06:14:34.467;00:00:21.366;2;1;Pan_5pulse_EIS_0dC;4.04501;0.00000;-0.14500;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;4.04621;32.10034;6.22420;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99060;0.30295;32.69820;10.97339;-20.00000;-20.00000;-17.57447;
6/28/2017 3:27:13 PM;43;EIS;06:14:45.176;00:00:32.075;2;1;Pan_5pulse_EIS_0dC;4.04565;0.00000;-0.14500;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;4.04666;31.98450;4.15048;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98508;0.30542;32.25267;7.39369;-20.00000;-20.00000;-17.56326;
6/28/2017 3:27:24 PM;43;EIS;06:14:55.750;00:00:42.649;2;1;Pan_5pulse_EIS_0dC;4.04565;0.00000;-0.14500;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;4.04941;32.04305;2.22193;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99491;0.30975;32.11999;3.96665;-20.00000;-20.00000;-17.56326;
6/28/2017 3:27:35 PM;43;EIS;06:15:06.527;00:00:53.426;2;1;Pan_5pulse_EIS_0dC;4.04565;0.00000;-0.14500;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;4.04780;32.32059;0.43897;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00577;0.31116;32.32357;0.77813;-20.00000;-20.00000;-17.56326;
6/28/2017 3:27:46 PM;43;EIS;06:15:17.342;00:01:04.241;2;1;Pan_5pulse_EIS_0dC;4.04630;0.00000;-0.14500;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;4.04359;32.77214;-1.05258;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01399;0.30925;32.78904;-1.83961;-20.00000;-20.00000;-17.56326;
6/28/2017 3:27:56 PM;43;EIS;06:15:28.049;00:01:14.948;2;1;Pan_5pulse_EIS_0dC;4.04630;0.00000;-0.14500;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;4.05058;33.32863;-2.28143;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01859;0.30491;33.40662;-3.91593;-20.00000;-20.00000;-17.57447;
6/28/2017 3:28:07 PM;43;EIS;06:15:38.871;00:01:25.770;2;1;Pan_5pulse_EIS_0dC;4.04630;0.00000;-0.14500;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;4.04374;34.06074;-3.49141;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02466;0.29926;34.23921;-5.85269;-20.00000;-20.00000;-17.57447;
6/28/2017 3:28:18 PM;43;EIS;06:15:49.808;00:01:36.707;2;1;Pan_5pulse_EIS_0dC;4.04630;0.00000;-0.14500;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;4.04839;34.91265;-4.60360;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02841;0.29204;35.21485;-7.51171;-20.00000;-20.00000;-17.56326;
6/28/2017 3:28:29 PM;43;EIS;06:16:00.951;00:01:47.850;2;1;Pan_5pulse_EIS_0dC;4.04694;0.00000;-0.14500;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;4.04016;35.89145;-5.69063;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03193;0.28397;36.33977;-9.00932;-20.00000;-20.00000;-17.56326;
