

Measurement ID;3914
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;6/28/2017 9:12:23 AM
End Time;6/30/2017 5:53:32 AM
Test section;EIS00006
Comment;-20degC EIS
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
6/29/2017 7:07:17 AM;52;EIS;21:54:47.948;00:00:21.216;4;1;Pan_5pulse_EIS_0dC;3.70337;0.00000;-1.16001;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.70515;32.31585;6.52369;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99114;0.30064;32.96775;11.41307;-20.00000;-20.00000;-17.33910;
6/29/2017 7:07:27 AM;52;EIS;21:54:58.638;00:00:31.906;4;1;Pan_5pulse_EIS_0dC;3.70337;0.00000;-1.16001;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.70368;32.19610;4.42107;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98452;0.30294;32.49822;7.81878;-20.00000;-20.00000;-17.35030;
6/29/2017 7:07:38 AM;52;EIS;21:55:09.299;00:00:42.567;4;1;Pan_5pulse_EIS_0dC;3.70337;0.00000;-1.16001;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.70700;32.24594;2.48376;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99417;0.30740;32.34145;4.40453;-20.00000;-20.00000;-17.35030;
6/29/2017 7:07:49 AM;52;EIS;21:55:20.069;00:00:53.337;4;1;Pan_5pulse_EIS_0dC;3.70337;0.00000;-1.16001;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.70215;32.49970;0.70649;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00447;0.30900;32.50738;1.24531;-20.00000;-20.00000;-17.35030;
6/29/2017 7:08:00 AM;52;EIS;21:55:30.802;00:01:04.070;4;1;Pan_5pulse_EIS_0dC;3.70401;0.00000;-1.16001;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.70827;32.92692;-0.76357;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01279;0.30750;32.93578;-1.32843;-20.00000;-20.00000;-17.35030;
6/29/2017 7:08:10 AM;52;EIS;21:55:41.594;00:01:14.862;4;1;Pan_5pulse_EIS_0dC;3.70401;0.00000;-1.16001;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.70201;33.45826;-1.96315;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01737;0.30355;33.51580;-3.35796;-20.00000;-20.00000;-17.35030;
6/29/2017 7:08:21 AM;52;EIS;21:55:52.460;00:01:25.728;4;1;Pan_5pulse_EIS_0dC;3.70401;0.00000;-1.16001;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.70569;34.16063;-3.13058;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02330;0.29830;34.30378;-5.23612;-20.00000;-20.00000;-17.36151;
6/29/2017 7:08:32 AM;52;EIS;21:56:03.354;00:01:36.622;4;1;Pan_5pulse_EIS_0dC;3.70401;0.00000;-1.16001;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.70584;34.96373;-4.18790;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02646;0.29149;35.21365;-6.83026;-20.00000;-20.00000;-17.36151;
6/29/2017 7:08:43 AM;52;EIS;21:56:14.403;00:01:47.671;4;1;Pan_5pulse_EIS_0dC;3.70401;0.00000;-1.16001;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.70596;35.87928;-5.20686;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02953;0.28397;36.25513;-8.25722;-20.00000;-20.00000;-17.35030;
