

Measurement ID;3914
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;6/28/2017 9:12:23 AM
End Time;6/30/2017 5:53:32 AM
Test section;EIS00005
Comment;-20degC EIS
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
6/29/2017 3:17:14 AM;52;EIS;18:04:45.110;00:00:21.263;3;1;Pan_5pulse_EIS_0dC;3.79537;0.00000;-0.87000;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.79857;31.99923;6.49347;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99129;0.30360;32.65143;11.47103;-20.00000;-20.00000;-17.33910;
6/29/2017 3:17:25 AM;52;EIS;18:04:55.868;00:00:32.021;3;1;Pan_5pulse_EIS_0dC;3.79537;0.00000;-0.87000;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.79752;31.87050;4.40649;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98408;0.30587;32.17369;7.87194;-20.00000;-20.00000;-17.35030;
6/29/2017 3:17:35 AM;52;EIS;18:05:06.723;00:00:42.876;3;1;Pan_5pulse_EIS_0dC;3.79602;0.00000;-0.87000;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.79766;31.91006;2.47755;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99383;0.31051;32.00609;4.43963;-20.00000;-20.00000;-17.35030;
6/29/2017 3:17:46 AM;52;EIS;18:05:17.342;00:00:53.495;3;1;Pan_5pulse_EIS_0dC;3.79602;0.00000;-0.87000;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.79776;32.15662;0.70790;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00430;0.31224;32.16441;1.26111;-20.00000;-20.00000;-17.36151;
6/29/2017 3:17:57 AM;52;EIS;18:05:28.213;00:01:04.366;3;1;Pan_5pulse_EIS_0dC;3.79602;0.00000;-0.87000;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.80032;32.57697;-0.75934;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01269;0.31078;32.58582;-1.33528;-20.00000;-20.00000;-17.35030;
6/29/2017 3:18:08 AM;52;EIS;18:05:39.125;00:01:15.278;3;1;Pan_5pulse_EIS_0dC;3.79602;0.00000;-0.87000;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.79800;33.10289;-1.96027;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01746;0.30682;33.16088;-3.38895;-20.00000;-20.00000;-17.35030;
6/29/2017 3:18:19 AM;52;EIS;18:05:49.948;00:01:26.101;3;1;Pan_5pulse_EIS_0dC;3.79602;0.00000;-0.87000;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.80345;33.79939;-3.12867;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02332;0.30147;33.94388;-5.28857;-20.00000;-20.00000;-17.35030;
6/29/2017 3:18:30 AM;52;EIS;18:06:00.903;00:01:37.056;3;1;Pan_5pulse_EIS_0dC;3.79666;0.00000;-0.87000;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.79086;34.59647;-4.18987;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02666;0.29460;34.84926;-6.90529;-20.00000;-20.00000;-17.35030;
6/29/2017 3:18:41 AM;52;EIS;18:06:11.987;00:01:48.140;3;1;Pan_5pulse_EIS_0dC;3.79666;0.00000;-0.87000;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.79835;35.50677;-5.21462;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02968;0.28692;35.88765;-8.35489;-20.00000;-20.00000;-17.35030;
