

Measurement ID;3914
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;6/28/2017 9:12:23 AM
End Time;6/30/2017 5:53:32 AM
Test section;EIS00001
Comment;-20degC EIS
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
6/28/2017 11:47:01 AM;43;EIS;02:34:32.286;00:00:21.369;1;1;Pan_5pulse_EIS_0dC;4.17884;0.00000;0.00000;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;4.18081;31.77494;6.14902;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99028;0.30598;32.36444;10.95239;-20.00000;-20.00000;-17.57447;
6/28/2017 11:47:11 AM;43;EIS;02:34:42.877;00:00:31.960;1;1;Pan_5pulse_EIS_0dC;4.17884;0.00000;0.00000;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;4.18080;31.66706;4.06881;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98517;0.30857;31.92739;7.32165;-20.00000;-20.00000;-17.37272;
6/28/2017 11:47:22 AM;43;EIS;02:34:53.565;00:00:42.648;1;1;Pan_5pulse_EIS_0dC;4.17884;0.00000;0.00000;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;4.18078;31.73581;2.13228;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99530;0.31291;31.80736;3.84383;-20.00000;-20.00000;-17.37272;
6/28/2017 11:47:33 AM;43;EIS;02:35:04.428;00:00:53.511;1;1;Pan_5pulse_EIS_0dC;4.17884;0.00000;0.00000;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;4.18076;32.02266;0.33802;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00616;0.31419;32.02444;0.60478;-20.00000;-20.00000;-17.37272;
6/28/2017 11:47:43 AM;43;EIS;02:35:15.157;00:01:04.240;1;1;Pan_5pulse_EIS_0dC;4.17884;0.00000;0.00000;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;4.18439;32.49336;-1.16670;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01488;0.31213;32.51430;-2.05637;-20.00000;-20.00000;-17.58568;
6/28/2017 11:47:54 AM;43;EIS;02:35:25.916;00:01:14.999;1;1;Pan_5pulse_EIS_0dC;4.17884;0.00000;0.00000;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;4.18368;33.07091;-2.41188;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01954;0.30747;33.15874;-4.17123;-20.00000;-20.00000;-17.58568;
6/28/2017 11:48:05 AM;43;EIS;02:35:36.835;00:01:25.918;1;1;Pan_5pulse_EIS_0dC;4.17884;0.00000;0.00000;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;4.18750;33.82612;-3.64256;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02579;0.30151;34.02168;-6.14620;-20.00000;-20.00000;-17.37272;
6/28/2017 11:48:16 AM;43;EIS;02:35:47.743;00:01:36.826;1;1;Pan_5pulse_EIS_0dC;4.17884;0.00000;0.00000;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;4.17333;34.69220;-4.77393;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02930;0.29393;35.01912;-7.83516;-20.00000;-20.00000;-17.37272;
6/28/2017 11:48:27 AM;43;EIS;02:35:58.822;00:01:47.905;1;1;Pan_5pulse_EIS_0dC;4.17884;0.00000;0.00000;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;4.18079;35.69587;-5.88474;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03301;0.28554;36.17769;-9.36146;-20.00000;-20.00000;-17.37272;
