

Measurement ID;3541
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;418 - Pan_5pulse_EISSOC
Start Time;4/27/2017 8:51:52 AM
End Time;4/29/2017 3:04:43 PM
Test section;EIS00005
Comment;25degC EIS vs SOC 6kHz to 1mHz
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
4/28/2017 12:23:04 AM;46;EIS;15:31:04.755;00:00:22.139;3;1;Pan_5pulse_EISSOC;3.86100;0.00000;-0.87001;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.86219;21.16170;9.21283;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99765;0.43225;23.08016;23.52610;25.00000;25.00000;26.65312;
4/28/2017 12:23:14 AM;46;EIS;15:31:15.527;00:00:32.911;3;1;Pan_5pulse_EISSOC;3.86100;0.00000;-0.87001;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.86446;20.77419;7.01363;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.94856;0.43262;21.92619;18.65534;25.00000;25.00000;26.85486;
4/28/2017 12:23:25 AM;46;EIS;15:31:26.356;00:00:43.740;3;1;Pan_5pulse_EISSOC;3.86100;0.00000;-0.87001;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.86493;20.54425;5.08339;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96401;0.45550;21.16381;13.89790;25.00000;25.00000;26.65312;
4/28/2017 12:23:36 AM;46;EIS;15:31:37.347;00:00:54.731;3;1;Pan_5pulse_EISSOC;3.86100;0.00000;-0.87001;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.86299;20.47964;3.42752;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98032;0.47211;20.76448;9.50109;25.00000;25.00000;26.86607;
4/28/2017 12:23:47 AM;46;EIS;15:31:48.282;00:01:05.666;3;1;Pan_5pulse_EISSOC;3.86100;0.00000;-0.87001;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.85870;20.55260;2.16876;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99482;0.48136;20.66671;6.02369;25.00000;25.00000;26.65312;
4/28/2017 12:23:58 AM;46;EIS;15:31:59.299;00:01:16.683;3;1;Pan_5pulse_EISSOC;3.86100;0.00000;-0.87001;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.86305;20.70377;1.24664;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00328;0.48371;20.74127;3.44580;25.00000;25.00000;26.86607;
4/28/2017 12:24:09 AM;46;EIS;15:32:10.299;00:01:27.683;3;1;Pan_5pulse_EISSOC;3.86100;0.00000;-0.87001;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.86690;20.92774;0.46380;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00894;0.48199;20.93288;1.26958;25.00000;25.00000;26.65312;
4/28/2017 12:24:20 AM;46;EIS;15:32:21.508;00:01:38.892;3;1;Pan_5pulse_EISSOC;3.86100;0.00000;-0.87001;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.86772;21.19151;-0.13297;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01232;0.47769;21.19192;-0.35951;25.00000;25.00000;26.64191;
4/28/2017 12:24:32 AM;46;EIS;15:32:32.748;00:01:50.132;3;1;Pan_5pulse_EISSOC;3.86100;0.00000;-0.87001;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.85825;21.48551;-0.60422;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01417;0.47184;21.49400;-1.61086;25.00000;25.00000;26.85486;
4/28/2017 12:24:43 AM;46;EIS;15:32:44.590;00:02:01.974;3;1;Pan_5pulse_EISSOC;3.86100;0.00000;-0.87001;;0.00100;6000.00000;449.93653;2.00000;-2.00000;20.00000;10.00000;10.00000;16.00000;3.85418;21.80446;-0.97702;450.70422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01531;0.46518;21.82634;-2.56560;25.00000;25.00000;26.85486;
4/28/2017 12:24:55 AM;46;EIS;15:32:56.329;00:02:13.713;3;1;Pan_5pulse_EISSOC;3.86100;0.00000;-0.87001;;0.00100;6000.00000;337.40480;2.00000;-2.00000;20.00000;10.00000;11.00000;16.00000;3.85868;22.15310;-1.28237;336.84210;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01652;0.45809;22.19018;-3.31296;25.00000;25.00000;26.64191;
4/28/2017 12:25:07 AM;46;EIS;15:33:08.479;00:02:25.863;3;1;Pan_5pulse_EISSOC;3.86100;0.00000;-0.87001;;0.00100;6000.00000;253.01790;2.00000;-2.00000;20.00000;10.00000;12.00000;16.00000;3.86314;22.51697;-1.52415;253.29816;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01693;0.45060;22.56849;-3.87239;25.00000;25.00000;26.86607;
4/28/2017 12:25:20 AM;46;EIS;15:33:20.929;00:02:38.313;3;1;Pan_5pulse_EISSOC;3.86100;0.00000;-0.87001;;0.00100;6000.00000;189.73666;2.00000;-2.00000;20.00000;10.00000;13.00000;16.00000;3.86313;22.90223;-1.72091;189.72333;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01842;0.44343;22.96679;-4.29723;25.00000;25.00000;26.65312;
4/28/2017 12:25:32 AM;46;EIS;15:33:32.753;00:02:50.137;3;1;Pan_5pulse_EISSOC;3.86100;0.00000;-0.87001;;0.00100;6000.00000;142.28242;2.00000;-2.00000;20.00000;10.00000;14.00000;16.00000;3.86314;23.30020;-1.87914;142.43323;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01725;0.43517;23.37585;-4.61087;25.00000;25.00000;26.64191;
4/28/2017 12:25:44 AM;46;EIS;15:33:44.868;00:03:02.252;3;1;Pan_5pulse_EISSOC;3.86100;0.00000;-0.87001;;0.00100;6000.00000;106.69676;2.00000;-2.00000;20.00000;10.00000;15.00000;16.00000;3.86317;23.71314;-2.00395;106.66666;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01778;0.42768;23.79766;-4.83047;25.00000;25.00000;26.86607;
4/28/2017 12:25:56 AM;46;EIS;15:33:57.138;00:03:14.522;3;1;Pan_5pulse_EISSOC;3.86100;0.00000;-0.87001;;0.00100;6000.00000;80.01129;2.00000;-2.00000;20.00000;10.00000;16.00000;16.00000;3.86318;24.13565;-2.10642;80.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01820;0.42027;24.22740;-4.98780;25.00000;25.00000;26.85486;
