

Measurement ID;3541
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;418 - Pan_5pulse_EISSOC
Start Time;4/27/2017 8:51:52 AM
End Time;4/29/2017 3:04:43 PM
Test section;EIS00009
Comment;25degC EIS vs SOC 6kHz to 1mHz
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
4/28/2017 3:43:18 PM;53;EIS;30:51:18.389;00:00:21.908;1;1;Pan_5pulse_EISSOC;3.54445;0.00000;-2.03002;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.54786;21.93715;9.20910;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99895;0.41987;23.79172;22.77241;25.00000;25.00000;24.96068;
4/28/2017 3:43:29 PM;53;EIS;30:51:29.444;00:00:32.963;1;1;Pan_5pulse_EISSOC;3.54445;0.00000;-2.03002;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.54676;21.58236;6.97674;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.95201;0.41972;22.68200;17.91400;25.00000;25.00000;24.96068;
4/28/2017 3:43:40 PM;53;EIS;30:51:40.494;00:00:44.013;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.54679;21.38320;5.01987;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96731;0.44039;21.96453;13.21138;25.00000;25.00000;24.97188;
4/28/2017 3:43:51 PM;53;EIS;30:51:51.389;00:00:54.908;1;1;Pan_5pulse_EISSOC;3.54445;0.00000;-2.03002;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.54683;21.35004;3.34232;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98320;0.45497;21.61008;8.89736;25.00000;25.00000;24.97188;
4/28/2017 3:44:02 PM;53;EIS;30:52:02.464;00:01:05.983;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.54459;21.45192;2.06448;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99685;0.46255;21.55103;5.49708;25.00000;25.00000;24.97188;
4/28/2017 3:44:14 PM;53;EIS;30:52:14.514;00:01:18.033;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.55182;21.63157;1.12774;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00491;0.46393;21.66095;2.98435;25.00000;25.00000;24.97188;
4/28/2017 3:44:25 PM;53;EIS;30:52:25.680;00:01:29.199;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.55305;21.88770;0.33249;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01036;0.46156;21.89023;0.87031;25.00000;25.00000;24.96068;
4/28/2017 3:44:36 PM;53;EIS;30:52:36.956;00:01:40.475;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.55059;22.18438;-0.27247;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01351;0.45682;22.18605;-0.70369;25.00000;25.00000;24.75893;
4/28/2017 3:44:48 PM;53;EIS;30:52:48.785;00:01:52.304;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.54692;22.51143;-0.74949;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01515;0.45070;22.52391;-1.90688;25.00000;25.00000;24.75893;
4/28/2017 3:45:00 PM;53;EIS;30:53:00.378;00:02:03.897;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;449.93653;2.00000;-2.00000;20.00000;10.00000;10.00000;16.00000;3.54817;22.86367;-1.12664;450.70422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01515;0.44392;22.89141;-2.82104;25.00000;25.00000;24.75893;
4/28/2017 3:45:12 PM;53;EIS;30:53:12.229;00:02:15.748;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;337.40480;2.00000;-2.00000;20.00000;10.00000;11.00000;16.00000;3.54698;23.24517;-1.43245;336.84210;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01722;0.43678;23.28927;-3.52631;25.00000;25.00000;24.92705;
4/28/2017 3:45:24 PM;53;EIS;30:53:24.359;00:02:27.878;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;253.01790;2.00000;-2.00000;20.00000;10.00000;12.00000;16.00000;3.54701;23.64123;-1.67608;253.29816;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01752;0.42932;23.70057;-4.05528;25.00000;25.00000;24.97188;
4/28/2017 3:45:36 PM;53;EIS;30:53:36.779;00:02:40.298;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;189.73666;2.00000;-2.00000;20.00000;10.00000;13.00000;16.00000;3.54021;24.05818;-1.87081;189.72333;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01895;0.42226;24.13081;-4.44648;25.00000;25.00000;24.75893;
4/28/2017 3:45:48 PM;53;EIS;30:53:48.681;00:02:52.200;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;142.28242;2.00000;-2.00000;20.00000;10.00000;14.00000;16.00000;3.55449;24.48736;-2.02647;142.43323;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01768;0.41418;24.57106;-4.73077;25.00000;25.00000;24.75893;
4/28/2017 3:46:00 PM;53;EIS;30:54:01.051;00:03:04.570;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;106.69676;2.00000;-2.00000;20.00000;10.00000;15.00000;16.00000;3.55717;24.92854;-2.14747;106.66666;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01804;0.40688;25.02086;-4.92359;25.00000;25.00000;24.75893;
4/28/2017 3:46:12 PM;53;EIS;30:54:12.988;00:03:16.507;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;80.01129;2.00000;-2.00000;20.00000;10.00000;16.00000;16.00000;3.54709;25.37356;-2.24505;80.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01820;0.39972;25.47269;-5.05635;25.00000;25.00000;24.75893;
4/28/2017 3:46:24 PM;53;EIS;30:54:25.050;00:03:28.569;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;60.00000;2.00000;-2.00000;20.00000;10.00000;17.00000;16.00000;3.55711;25.81183;-2.33523;60.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01791;0.39275;25.91725;-5.16954;25.00000;25.00000;24.75893;
4/28/2017 3:46:37 PM;53;EIS;30:54:37.229;00:03:40.748;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;44.99365;2.00000;-2.00000;20.00000;10.00000;18.00000;16.00000;3.54715;26.26220;-2.42060;44.94382;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01754;0.38582;26.37351;-5.26610;25.00000;25.00000;24.75893;
4/28/2017 3:46:49 PM;53;EIS;30:54:49.315;00:03:52.834;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;33.74048;2.00000;-2.00000;20.00000;10.00000;19.00000;16.00000;3.54747;26.72020;-2.51691;33.70787;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01726;0.37903;26.83848;-5.38109;24.00000;25.00000;24.54597;
4/28/2017 3:47:01 PM;53;EIS;30:55:01.606;00:04:05.125;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;25.30179;2.00000;-2.00000;20.00000;10.00000;20.00000;16.00000;3.55355;27.19919;-2.62294;25.31646;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01761;0.37241;27.32537;-5.50826;24.00000;25.00000;24.54597;
4/28/2017 3:47:13 PM;53;EIS;30:55:13.450;00:04:16.969;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;18.97367;2.00000;-2.00000;20.00000;10.00000;21.00000;16.00000;3.55467;27.71963;-2.73280;18.98734;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02012;0.36624;27.85401;-5.63043;24.00000;25.00000;24.75893;
