

Measurement ID;3541
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;418 - Pan_5pulse_EISSOC
Start Time;4/27/2017 8:51:52 AM
End Time;4/29/2017 3:04:43 PM
Test section;EIS00004
Comment;25degC EIS vs SOC 6kHz to 1mHz
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
4/27/2017 8:33:00 PM;46;EIS;11:41:01.408;00:00:21.608;2;1;Pan_5pulse_EISSOC;3.94528;0.00000;-0.58000;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.94728;21.03466;9.13987;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99653;0.43451;22.93457;23.48566;25.00000;25.00000;26.63070;
4/27/2017 8:33:11 PM;46;EIS;11:41:12.160;00:00:32.360;2;1;Pan_5pulse_EISSOC;3.94528;0.00000;-0.58000;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.94607;20.64493;6.95881;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.94846;0.43535;21.78619;18.62748;25.00000;25.00000;26.84366;
4/27/2017 8:33:21 PM;46;EIS;11:41:22.957;00:00:43.157;2;1;Pan_5pulse_EISSOC;3.94528;0.00000;-0.58000;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.94802;20.41330;5.04208;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96397;0.45845;21.02678;13.87434;25.00000;25.00000;26.64191;
4/27/2017 8:33:32 PM;46;EIS;11:41:33.766;00:00:53.966;2;1;Pan_5pulse_EISSOC;3.94528;0.00000;-0.58000;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.94469;20.34677;3.39615;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98026;0.47520;20.62826;9.47609;25.00000;25.00000;26.64191;
4/27/2017 8:33:43 PM;46;EIS;11:41:44.563;00:01:04.763;2;1;Pan_5pulse_EISSOC;3.94528;0.00000;-0.58000;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.94733;20.41970;2.14396;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99481;0.48452;20.53195;5.99380;25.00000;25.00000;26.63070;
4/27/2017 8:33:54 PM;46;EIS;11:41:55.518;00:01:15.718;2;1;Pan_5pulse_EISSOC;3.94528;0.00000;-0.58000;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.94206;20.57044;1.22568;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00336;0.48691;20.60693;3.40990;25.00000;25.00000;26.63070;
4/27/2017 8:34:05 PM;46;EIS;11:42:06.633;00:01:26.833;2;1;Pan_5pulse_EISSOC;3.94528;0.00000;-0.58000;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.94280;20.79516;0.44380;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00911;0.48515;20.79990;1.22258;25.00000;25.00000;26.63070;
4/27/2017 8:34:17 PM;46;EIS;11:42:18.203;00:01:38.403;2;1;Pan_5pulse_EISSOC;3.94528;0.00000;-0.58000;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.94737;21.05978;-0.15308;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01244;0.48073;21.06034;-0.41646;25.00000;25.00000;26.64191;
4/27/2017 8:34:28 PM;46;EIS;11:42:29.388;00:01:49.588;2;1;Pan_5pulse_EISSOC;3.94528;0.00000;-0.58000;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.94738;21.35524;-0.62707;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01434;0.47478;21.36445;-1.68192;25.00000;25.00000;26.64191;
4/27/2017 8:34:40 PM;46;EIS;11:42:41.178;00:02:01.378;2;1;Pan_5pulse_EISSOC;3.94528;0.00000;-0.58000;;0.00100;6000.00000;449.93653;2.00000;-2.00000;20.00000;10.00000;10.00000;16.00000;3.94736;21.67646;-1.00330;450.70422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01558;0.46802;21.69967;-2.65006;25.00000;25.00000;26.63070;
4/27/2017 8:34:51 PM;46;EIS;11:42:52.823;00:02:13.023;2;1;Pan_5pulse_EISSOC;3.94528;0.00000;-0.58000;;0.00100;6000.00000;337.40480;2.00000;-2.00000;20.00000;10.00000;11.00000;16.00000;3.94740;22.02905;-1.31333;336.84210;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01678;0.46074;22.06816;-3.41182;25.00000;25.00000;26.64191;
4/27/2017 8:35:04 PM;46;EIS;11:43:05.445;00:02:25.645;2;1;Pan_5pulse_EISSOC;3.94528;0.00000;-0.58000;;0.00100;6000.00000;253.01790;2.00000;-2.00000;20.00000;10.00000;12.00000;16.00000;3.94742;22.39639;-1.56145;253.29816;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01722;0.45309;22.45076;-3.98813;25.00000;25.00000;26.64191;
4/27/2017 8:35:16 PM;46;EIS;11:43:17.956;00:02:38.156;2;1;Pan_5pulse_EISSOC;3.94528;0.00000;-0.58000;;0.00100;6000.00000;189.73666;2.00000;-2.00000;20.00000;10.00000;13.00000;16.00000;3.95202;22.78701;-1.76454;189.72333;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01889;0.44580;22.85522;-4.42793;25.00000;25.00000;26.64191;
4/27/2017 8:35:28 PM;46;EIS;11:43:29.758;00:02:49.958;2;1;Pan_5pulse_EISSOC;3.94528;0.00000;-0.58000;;0.00100;6000.00000;142.28242;2.00000;-2.00000;20.00000;10.00000;14.00000;16.00000;3.94652;23.18922;-1.93107;142.43323;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01889;0.43728;23.26948;-4.76028;25.00000;25.00000;26.63070;
4/27/2017 8:35:41 PM;46;EIS;11:43:42.047;00:03:02.247;2;1;Pan_5pulse_EISSOC;3.94528;0.00000;-0.58000;;0.00100;6000.00000;106.69676;2.00000;-2.00000;20.00000;10.00000;15.00000;16.00000;3.94746;23.60663;-2.06693;106.66666;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01809;0.42963;23.69695;-5.00389;25.00000;25.00000;26.63070;
4/27/2017 8:35:52 PM;46;EIS;11:43:53.801;00:03:14.001;2;1;Pan_5pulse_EISSOC;3.94528;0.00000;-0.58000;;0.00100;6000.00000;80.01129;2.00000;-2.00000;20.00000;10.00000;16.00000;16.00000;3.95764;24.03489;-2.18342;80.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01851;0.42202;24.13386;-5.19073;25.00000;25.00000;26.64191;
4/27/2017 8:36:04 PM;46;EIS;11:44:05.924;00:03:26.124;2;1;Pan_5pulse_EISSOC;3.94528;0.00000;-0.58000;;0.00100;6000.00000;60.00000;2.00000;-2.00000;20.00000;10.00000;17.00000;16.00000;3.95108;24.46901;-2.29316;60.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01881;0.41455;24.57623;-5.35394;25.00000;25.00000;26.63070;
