

Measurement ID;3541
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;418 - Pan_5pulse_EISSOC
Start Time;4/27/2017 8:51:52 AM
End Time;4/29/2017 3:04:43 PM
Test section;EIS00013
Comment;25degC EIS vs SOC 6kHz to 1mHz
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
4/29/2017 6:23:31 AM;53;EIS;45:31:31.031;00:00:22.048;5;1;Pan_5pulse_EISSOC;3.33599;0.00000;-2.61000;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.33774;22.43964;9.35277;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99816;0.41058;24.31073;22.62622;25.00000;25.00000;26.64191;
4/29/2017 6:23:42 AM;53;EIS;45:31:42.345;00:00:33.362;5;1;Pan_5pulse_EISSOC;3.33663;0.00000;-2.61000;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.33775;22.10236;7.08138;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.95333;0.41076;23.20906;17.76496;25.00000;25.00000;26.84366;
4/29/2017 6:23:53 AM;53;EIS;45:31:53.317;00:00:44.334;5;1;Pan_5pulse_EISSOC;3.33663;0.00000;-2.61000;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.33779;21.91382;5.09734;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96836;0.43041;22.49885;13.09464;25.00000;25.00000;26.64191;
4/29/2017 6:24:04 AM;53;EIS;45:32:04.276;00:00:55.293;5;1;Pan_5pulse_EISSOC;3.33663;0.00000;-2.61000;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.33781;21.88908;3.40384;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98386;0.44414;22.15216;8.83892;25.00000;25.00000;26.85486;
4/29/2017 6:24:15 AM;53;EIS;45:32:15.161;00:01:06.178;5;1;Pan_5pulse_EISSOC;3.33663;0.00000;-2.61000;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.33557;21.99485;2.12123;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99708;0.45123;22.09690;5.50869;25.00000;25.00000;26.85486;
4/29/2017 6:24:26 AM;53;EIS;45:32:26.051;00:01:17.068;5;1;Pan_5pulse_EISSOC;3.33663;0.00000;-2.61000;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.33467;22.17457;1.18664;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00468;0.45243;22.20630;3.06317;25.00000;25.00000;26.84366;
4/29/2017 6:24:37 AM;53;EIS;45:32:37.144;00:01:28.161;5;1;Pan_5pulse_EISSOC;3.33663;0.00000;-2.61000;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.33252;22.42514;0.39906;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00468;0.45022;22.42869;1.01948;25.00000;25.00000;26.64191;
4/29/2017 6:24:48 AM;53;EIS;45:32:48.231;00:01:39.248;5;1;Pan_5pulse_EISSOC;3.33663;0.00000;-2.61000;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.33787;22.71163;-0.19787;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01261;0.44584;22.71249;-0.49917;25.00000;25.00000;26.84366;
4/29/2017 6:25:00 AM;53;EIS;45:32:59.427;00:01:50.444;5;1;Pan_5pulse_EISSOC;3.33663;0.00000;-2.61000;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.33280;23.02465;-0.66551;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01409;0.44025;23.03426;-1.65562;25.00000;25.00000;26.85486;
