

Measurement ID;3541
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;418 - Pan_5pulse_EISSOC
Start Time;4/27/2017 8:51:52 AM
End Time;4/29/2017 3:04:43 PM
Test section;EIS00001
Comment;25degC EIS vs SOC 6kHz to 1mHz
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
4/27/2017 8:52:52 AM;37;EIS;00:00:54.166;00:00:21.705;1;1;Pan_5pulse_EISSOC;4.16983;0.00000;0.00000;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;4.17327;21.02476;8.97041;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99519;0.43537;22.85845;23.10598;25.00000;25.00000;26.85486;
4/27/2017 8:53:03 AM;37;EIS;00:01:04.957;00:00:32.496;1;1;Pan_5pulse_EISSOC;4.16983;0.00000;0.00000;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;4.17084;20.65174;6.79935;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.94971;0.43680;21.74225;18.22354;25.00000;25.00000;26.85486;
4/27/2017 8:53:14 AM;37;EIS;00:01:15.693;00:00:43.232;1;1;Pan_5pulse_EISSOC;4.16983;0.00000;0.00000;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;4.17203;20.43956;4.88958;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96537;0.45935;21.01627;13.45355;25.00000;25.00000;26.85486;
4/27/2017 8:53:24 AM;37;EIS;00:01:26.490;00:00:54.029;1;1;Pan_5pulse_EISSOC;4.16983;0.00000;0.00000;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;4.17517;20.39531;3.24888;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98191;0.47545;20.65245;9.05090;25.00000;25.00000;26.85486;
4/27/2017 8:53:35 AM;37;EIS;00:01:37.268;00:01:04.807;1;1;Pan_5pulse_EISSOC;4.16983;0.00000;0.00000;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;4.17194;20.49084;1.99886;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99637;0.48395;20.58811;5.57151;25.00000;25.00000;26.85486;
4/27/2017 8:53:46 AM;37;EIS;00:01:48.086;00:01:15.625;1;1;Pan_5pulse_EISSOC;4.16983;0.00000;0.00000;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;4.16642;20.66390;1.08063;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00476;0.48557;20.69214;2.99359;25.00000;25.00000;26.85486;
4/27/2017 8:53:57 AM;37;EIS;00:01:59.017;00:01:26.556;1;1;Pan_5pulse_EISSOC;4.16983;0.00000;0.00000;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;4.17189;20.91227;0.29937;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01046;0.48314;20.91442;0.82017;25.00000;25.00000;26.86607;
4/27/2017 8:54:08 AM;37;EIS;00:02:10.173;00:01:37.712;1;1;Pan_5pulse_EISSOC;4.16983;0.00000;0.00000;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;4.17958;21.20159;-0.29767;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01376;0.47811;21.20368;-0.80439;25.00000;25.00000;26.86607;
4/27/2017 8:54:20 AM;37;EIS;00:02:21.703;00:01:49.242;1;1;Pan_5pulse_EISSOC;4.16983;0.00000;0.00000;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;4.17671;21.52233;-0.77206;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01554;0.47155;21.53617;-2.05446;25.00000;25.00000;26.85486;
4/27/2017 8:54:31 AM;37;EIS;00:02:33.198;00:02:00.737;1;1;Pan_5pulse_EISSOC;4.16983;0.00000;0.00000;;0.00100;6000.00000;449.93653;2.00000;-2.00000;20.00000;10.00000;10.00000;16.00000;4.17150;21.86886;-1.14892;450.70422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01673;0.46428;21.89902;-3.00738;25.00000;25.00000;26.85486;
4/27/2017 8:54:43 AM;37;EIS;00:02:45.272;00:02:12.811;1;1;Pan_5pulse_EISSOC;4.16983;0.00000;0.00000;;0.00100;6000.00000;337.40480;2.00000;-2.00000;20.00000;10.00000;11.00000;16.00000;4.16498;22.24709;-1.45874;336.84210;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01789;0.45656;22.29486;-3.75152;25.00000;25.00000;26.85486;
4/27/2017 8:54:55 AM;37;EIS;00:02:57.153;00:02:24.692;1;1;Pan_5pulse_EISSOC;4.16983;0.00000;0.00000;;0.00100;6000.00000;253.01790;2.00000;-2.00000;20.00000;10.00000;12.00000;16.00000;4.17187;22.63798;-1.70488;253.29816;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01815;0.44848;22.70209;-4.30686;25.00000;25.00000;26.85486;
4/27/2017 8:55:08 AM;37;EIS;00:03:09.879;00:02:37.418;1;1;Pan_5pulse_EISSOC;4.16983;0.00000;0.00000;;0.00100;6000.00000;189.73666;2.00000;-2.00000;20.00000;10.00000;13.00000;16.00000;4.16571;23.04638;-1.90568;189.72333;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01944;0.44084;23.12503;-4.72698;25.00000;25.00000;26.85486;
4/27/2017 8:55:20 AM;37;EIS;00:03:21.739;00:02:49.278;1;1;Pan_5pulse_EISSOC;4.16983;0.00000;0.00000;;0.00100;6000.00000;142.28242;2.00000;-2.00000;20.00000;10.00000;14.00000;16.00000;4.17184;23.45922;-2.07157;142.43323;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01784;0.43220;23.55051;-5.04643;25.00000;25.00000;26.85486;
4/27/2017 8:55:32 AM;37;EIS;00:03:33.862;00:03:01.401;1;1;Pan_5pulse_EISSOC;4.16983;0.00000;0.00000;;0.00100;6000.00000;106.69676;2.00000;-2.00000;20.00000;10.00000;15.00000;16.00000;4.17187;23.87453;-2.21082;106.66666;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01775;0.42448;23.97667;-5.29059;25.00000;25.00000;26.85486;
4/27/2017 8:55:43 AM;37;EIS;00:03:45.467;00:03:13.006;1;1;Pan_5pulse_EISSOC;4.16983;0.00000;0.00000;;0.00100;6000.00000;80.01129;2.00000;-2.00000;20.00000;10.00000;16.00000;16.00000;4.16179;24.28254;-2.34298;80.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01760;0.41713;24.39531;-5.51131;25.00000;25.00000;26.85486;
4/27/2017 8:55:56 AM;37;EIS;00:03:57.799;00:03:25.338;1;1;Pan_5pulse_EISSOC;4.16983;0.00000;0.00000;;0.00100;6000.00000;60.00000;2.00000;-2.00000;20.00000;10.00000;17.00000;16.00000;4.17546;24.67185;-2.49029;60.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01694;0.41010;24.79721;-5.76372;25.00000;25.00000;26.64191;
4/27/2017 8:56:07 AM;37;EIS;00:04:09.410;00:03:36.949;1;1;Pan_5pulse_EISSOC;4.16983;0.00000;0.00000;;0.00100;6000.00000;44.99365;2.00000;-2.00000;20.00000;10.00000;18.00000;16.00000;4.16173;25.04759;-2.66773;44.94382;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01579;0.40326;25.18926;-6.07946;25.00000;25.00000;26.85486;
4/27/2017 8:56:19 AM;37;EIS;00:04:21.201;00:03:48.740;1;1;Pan_5pulse_EISSOC;4.16983;0.00000;0.00000;;0.00100;6000.00000;33.74048;2.00000;-2.00000;20.00000;10.00000;19.00000;16.00000;4.17187;25.40463;-2.90701;33.70787;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01475;0.39685;25.57041;-6.52787;25.00000;25.00000;26.85486;
4/27/2017 8:56:31 AM;37;EIS;00:04:33.495;00:04:01.034;1;1;Pan_5pulse_EISSOC;4.16983;0.00000;0.00000;;0.00100;6000.00000;25.30179;2.00000;-2.00000;20.00000;10.00000;20.00000;16.00000;4.16590;25.75257;-3.24320;25.31646;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01461;0.39089;25.95598;-7.17787;25.00000;25.00000;26.85486;
4/27/2017 8:56:44 AM;37;EIS;00:04:45.637;00:04:13.176;1;1;Pan_5pulse_EISSOC;4.16983;0.00000;0.00000;;0.00100;6000.00000;18.97367;2.00000;-2.00000;20.00000;10.00000;21.00000;16.00000;4.16445;26.11233;-3.71810;18.98734;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01687;0.38553;26.37571;-8.10380;25.00000;25.00000;26.64191;
4/27/2017 8:56:56 AM;37;EIS;00:04:58.019;00:04:25.558;1;1;Pan_5pulse_EISSOC;4.16983;0.00000;0.00000;;0.00100;6000.00000;14.22824;2.00000;-2.00000;20.00000;10.00000;22.00000;16.00000;4.16281;26.51981;-4.38457;14.21801;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01900;0.37910;26.87982;-9.38789;25.00000;25.00000;26.76520;
4/27/2017 8:57:08 AM;37;EIS;00:05:09.625;00:04:37.164;1;1;Pan_5pulse_EISSOC;4.16983;0.00000;0.00000;;0.00100;6000.00000;10.66968;2.00000;-2.00000;20.00000;10.00000;23.00000;16.00000;4.16429;27.02602;-5.26348;10.67616;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02439;0.37205;27.53380;-11.02075;25.00000;25.00000;26.85486;
