

Measurement ID;3541
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;418 - Pan_5pulse_EISSOC
Start Time;4/27/2017 8:51:52 AM
End Time;4/29/2017 3:04:43 PM
Test section;EIS00012
Comment;25degC EIS vs SOC 6kHz to 1mHz
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
4/29/2017 2:43:28 AM;53;EIS;41:51:28.182;00:00:21.857;4;1;Pan_5pulse_EISSOC;3.38811;0.00000;-2.46502;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.39136;22.26935;9.31594;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99886;0.41379;24.13940;22.70103;25.00000;25.00000;26.85486;
4/29/2017 2:43:39 AM;53;EIS;41:51:39.058;00:00:32.733;4;1;Pan_5pulse_EISSOC;3.38811;0.00000;-2.46502;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.39016;21.92422;7.05651;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.95271;0.41365;23.03184;17.84124;25.00000;25.00000;26.85486;
4/29/2017 2:43:50 AM;53;EIS;41:51:49.838;00:00:43.513;4;1;Pan_5pulse_EISSOC;3.38811;0.00000;-2.46502;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.39020;21.73345;5.08193;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96809;0.43374;22.31969;13.16099;25.00000;25.00000;26.85486;
4/29/2017 2:44:01 AM;53;EIS;41:52:00.694;00:00:54.369;4;1;Pan_5pulse_EISSOC;3.38811;0.00000;-2.46502;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.39192;21.70368;3.39511;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96809;0.44770;21.96763;8.89074;25.00000;25.00000;26.63070;
4/29/2017 2:44:12 AM;53;EIS;41:52:12.034;00:01:05.709;4;1;Pan_5pulse_EISSOC;3.38811;0.00000;-2.46502;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.38592;21.80716;2.11739;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99690;0.45500;21.90971;5.54582;25.00000;25.00000;26.85486;
4/29/2017 2:44:23 AM;53;EIS;41:52:22.926;00:01:16.601;4;1;Pan_5pulse_EISSOC;3.38875;0.00000;-2.46502;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.38533;21.98358;1.18480;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00465;0.45634;22.01548;3.08496;25.00000;25.00000;26.85486;
4/29/2017 2:44:34 AM;53;EIS;41:52:33.976;00:01:27.651;4;1;Pan_5pulse_EISSOC;3.38875;0.00000;-2.46502;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.39332;22.23266;0.39677;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00980;0.45413;22.23620;1.02242;25.00000;25.00000;26.85486;
4/29/2017 2:44:45 AM;53;EIS;41:52:45.131;00:01:38.806;4;1;Pan_5pulse_EISSOC;3.38875;0.00000;-2.46502;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.39500;22.51827;-0.20079;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01264;0.44968;22.51916;-0.51087;25.00000;25.00000;26.86607;
4/29/2017 2:44:56 AM;53;EIS;41:52:56.440;00:01:50.115;4;1;Pan_5pulse_EISSOC;3.38875;0.00000;-2.46502;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.39031;22.83127;-0.66836;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01422;0.44403;22.84105;-1.67680;25.00000;25.00000;26.85486;
