

Measurement ID;3541
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;418 - Pan_5pulse_EISSOC
Start Time;4/27/2017 8:51:52 AM
End Time;4/29/2017 3:04:43 PM
Test section;EIS00007
Comment;25degC EIS vs SOC 6kHz to 1mHz
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
4/28/2017 8:03:09 AM;46;EIS;23:11:09.477;00:00:21.658;5;1;Pan_5pulse_EISSOC;3.66348;0.00000;-1.45001;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.66588;21.50248;9.29711;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99698;0.42558;23.42633;23.38241;25.00000;25.00000;26.65312;
4/28/2017 8:03:20 AM;46;EIS;23:11:20.475;00:00:32.656;5;1;Pan_5pulse_EISSOC;3.66348;0.00000;-1.45001;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.66525;21.13008;7.07256;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.94972;0.42622;22.28231;18.50617;25.00000;25.00000;26.65312;
4/28/2017 8:03:30 AM;46;EIS;23:11:31.187;00:00:43.368;5;1;Pan_5pulse_EISSOC;3.66348;0.00000;-1.45001;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.66502;20.90815;5.12028;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96488;0.44824;21.52599;13.76056;25.00000;25.00000;26.85486;
4/28/2017 8:03:41 AM;46;EIS;23:11:41.990;00:00:54.171;5;1;Pan_5pulse_EISSOC;3.66348;0.00000;-1.45001;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.66821;20.85127;3.44882;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98098;0.46416;21.13456;9.39176;25.00000;25.00000;26.65312;
4/28/2017 8:03:52 AM;46;EIS;23:11:53.308;00:01:05.489;5;1;Pan_5pulse_EISSOC;3.66348;0.00000;-1.45001;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.66505;20.93161;2.18106;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99528;0.47293;21.04494;5.94871;25.00000;25.00000;26.86607;
4/28/2017 8:04:03 AM;46;EIS;23:12:04.323;00:01:16.504;5;1;Pan_5pulse_EISSOC;3.66348;0.00000;-1.45001;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.65995;21.08837;1.25381;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00352;0.47502;21.12561;3.40253;25.00000;25.00000;26.85486;
4/28/2017 8:04:15 AM;46;EIS;23:12:15.394;00:01:27.575;5;1;Pan_5pulse_EISSOC;3.66348;0.00000;-1.45001;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.66508;21.31778;0.46911;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00907;0.47323;21.32294;1.26062;25.00000;25.00000;26.86607;
4/28/2017 8:04:26 AM;46;EIS;23:12:26.474;00:01:38.655;5;1;Pan_5pulse_EISSOC;3.66348;0.00000;-1.45001;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.67267;21.58656;-0.12619;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01230;0.46894;21.58693;-0.33493;25.00000;25.00000;26.85486;
4/28/2017 8:04:37 AM;46;EIS;23:12:37.780;00:01:49.961;5;1;Pan_5pulse_EISSOC;3.66348;0.00000;-1.45001;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.66988;21.88412;-0.59380;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01401;0.46319;21.89217;-1.55426;25.00000;25.00000;26.85486;
4/28/2017 8:04:48 AM;46;EIS;23:12:49.214;00:02:01.395;5;1;Pan_5pulse_EISSOC;3.66348;0.00000;-1.45001;;0.00100;6000.00000;449.93653;2.00000;-2.00000;20.00000;10.00000;10.00000;16.00000;3.65658;22.20597;-0.96083;450.70422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01519;0.45674;22.22674;-2.47760;25.00000;25.00000;26.86607;
4/28/2017 8:05:00 AM;46;EIS;23:13:00.810;00:02:12.991;5;1;Pan_5pulse_EISSOC;3.66348;0.00000;-1.45001;;0.00100;6000.00000;337.40480;2.00000;-2.00000;20.00000;10.00000;11.00000;16.00000;3.67154;22.55687;-1.25654;336.84210;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01625;0.44983;22.59184;-3.18840;25.00000;25.00000;26.85486;
4/28/2017 8:05:12 AM;46;EIS;23:13:12.772;00:02:24.953;5;1;Pan_5pulse_EISSOC;3.66348;0.00000;-1.45001;;0.00100;6000.00000;253.01790;2.00000;-2.00000;20.00000;10.00000;12.00000;16.00000;3.66970;22.92043;-1.48731;253.29816;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01657;0.44259;22.96863;-3.71273;25.00000;25.00000;26.86607;
4/28/2017 8:05:24 AM;46;EIS;23:13:25.127;00:02:37.308;5;1;Pan_5pulse_EISSOC;3.66348;0.00000;-1.45001;;0.00100;6000.00000;189.73666;2.00000;-2.00000;20.00000;10.00000;13.00000;16.00000;3.65658;23.30395;-1.66854;189.72333;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01796;0.43570;23.36361;-4.09534;25.00000;25.00000;26.86607;
4/28/2017 8:05:36 AM;46;EIS;23:13:36.852;00:02:49.033;5;1;Pan_5pulse_EISSOC;3.66348;0.00000;-1.45001;;0.00100;6000.00000;142.28242;2.00000;-2.00000;20.00000;10.00000;14.00000;16.00000;3.66519;23.69785;-1.80850;142.43323;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01668;0.42777;23.76676;-4.36406;25.00000;25.00000;26.65312;
