

Measurement ID;3541
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;418 - Pan_5pulse_EISSOC
Start Time;4/27/2017 8:51:52 AM
End Time;4/29/2017 3:04:43 PM
Test section;EIS00010
Comment;25degC EIS vs SOC 6kHz to 1mHz
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
4/28/2017 7:23:20 PM;53;EIS;34:31:20.551;00:00:21.928;2;1;Pan_5pulse_EISSOC;3.50585;0.00000;-2.17501;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.50853;21.96223;9.27047;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99852;0.41887;23.83865;22.88509;25.00000;25.00000;26.64191;
4/28/2017 7:23:31 PM;53;EIS;34:31:31.521;00:00:32.898;2;1;Pan_5pulse_EISSOC;3.50585;0.00000;-2.17501;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.50619;21.60527;7.03144;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.95172;0.41888;22.72067;18.02749;25.00000;25.00000;26.64191;
4/28/2017 7:23:43 PM;53;EIS;34:31:42.929;00:00:44.306;2;1;Pan_5pulse_EISSOC;3.50585;0.00000;-2.17501;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.50550;21.40372;5.07217;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96704;0.43963;21.99650;13.33180;25.00000;25.00000;26.65312;
4/28/2017 7:23:54 PM;53;EIS;34:31:53.957;00:00:55.334;2;1;Pan_5pulse_EISSOC;3.50585;0.00000;-2.17501;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.50776;21.36441;3.39528;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98276;0.45430;21.63252;9.03005;25.00000;25.00000;26.65312;
4/28/2017 7:24:05 PM;53;EIS;34:32:04.856;00:01:06.233;2;1;Pan_5pulse_EISSOC;3.50585;0.00000;-2.17501;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.50389;21.46000;2.12243;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99649;0.46209;21.56470;5.64827;25.00000;25.00000;26.64191;
4/28/2017 7:24:15 PM;53;EIS;34:32:15.787;00:01:17.164;2;1;Pan_5pulse_EISSOC;3.50585;0.00000;-2.17501;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.50462;21.63120;1.19229;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00437;0.46361;21.66403;3.15488;25.00000;25.00000;26.64191;
4/28/2017 7:24:26 PM;53;EIS;34:32:26.747;00:01:28.124;2;1;Pan_5pulse_EISSOC;3.50585;0.00000;-2.17501;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.50783;21.87446;0.40510;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00967;0.46149;21.87821;1.06096;25.00000;25.00000;26.64191;
4/28/2017 7:24:38 PM;53;EIS;34:32:37.933;00:01:39.310;2;1;Pan_5pulse_EISSOC;3.50585;0.00000;-2.17501;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.51190;22.15588;-0.19190;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01267;0.45705;22.15671;-0.49624;25.00000;25.00000;26.64191;
4/28/2017 7:24:49 PM;53;EIS;34:32:49.322;00:01:50.699;2;1;Pan_5pulse_EISSOC;3.50585;0.00000;-2.17501;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.51599;22.46586;-0.66118;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01426;0.45127;22.47559;-1.68575;25.00000;25.00000;26.65312;
