

Measurement ID;3541
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;418 - Pan_5pulse_EISSOC
Start Time;4/27/2017 8:51:52 AM
End Time;4/29/2017 3:04:43 PM
Test section;EIS00006
Comment;25degC EIS vs SOC 6kHz to 1mHz
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
4/28/2017 4:13:06 AM;46;EIS;19:21:06.877;00:00:21.613;4;1;Pan_5pulse_EISSOC;3.76835;0.00000;-1.16002;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.77121;21.31701;9.26582;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.04687;0.42900;23.24372;23.49304;25.00000;25.00000;26.87728;
4/28/2017 4:13:17 AM;46;EIS;19:21:17.752;00:00:32.488;4;1;Pan_5pulse_EISSOC;3.76835;0.00000;-1.16002;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.77019;20.93891;7.05437;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.94913;0.42956;22.09530;18.61880;25.00000;25.00000;26.86607;
4/28/2017 4:13:28 AM;46;EIS;19:21:28.723;00:00:43.459;4;1;Pan_5pulse_EISSOC;3.76835;0.00000;-1.16002;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.77144;20.71040;5.11232;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96427;0.45203;21.33205;13.86614;25.00000;25.00000;26.85486;
4/28/2017 4:13:38 AM;46;EIS;19:21:39.517;00:00:54.253;4;1;Pan_5pulse_EISSOC;3.76835;0.00000;-1.16002;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.77190;20.64930;3.44880;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96427;0.46839;20.93533;9.48188;25.00000;25.00000;26.86607;
4/28/2017 4:13:50 AM;46;EIS;19:21:50.924;00:01:05.660;4;1;Pan_5pulse_EISSOC;3.76835;0.00000;-1.16002;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.76599;20.72444;2.18461;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99491;0.47742;20.83926;6.01746;25.00000;25.00000;26.85486;
4/28/2017 4:14:01 AM;46;EIS;19:22:01.878;00:01:16.614;4;1;Pan_5pulse_EISSOC;3.76835;0.00000;-1.16002;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.76753;20.87615;1.25972;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00326;0.47970;20.91413;3.45318;25.00000;25.00000;26.85486;
4/28/2017 4:14:12 AM;46;EIS;19:22:12.814;00:01:27.550;4;1;Pan_5pulse_EISSOC;3.76835;0.00000;-1.16002;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.77041;21.10085;0.47579;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00891;0.47801;21.10622;1.29170;25.00000;25.00000;26.85486;
4/28/2017 4:14:23 AM;46;EIS;19:22:24.021;00:01:38.757;4;1;Pan_5pulse_EISSOC;3.76835;0.00000;-1.16002;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.77819;21.36526;-0.12029;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00891;0.47374;21.36560;-0.32259;25.00000;25.00000;26.86607;
4/28/2017 4:14:34 AM;46;EIS;19:22:35.299;00:01:50.035;4;1;Pan_5pulse_EISSOC;3.76835;0.00000;-1.16002;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.77523;21.65947;-0.58890;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01402;0.46799;21.66747;-1.55744;25.00000;25.00000;26.65312;
