

Measurement ID;3541
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;418 - Pan_5pulse_EISSOC
Start Time;4/27/2017 8:51:52 AM
End Time;4/29/2017 3:04:43 PM
Test section;EIS00003
Comment;25degC EIS vs SOC 6kHz to 1mHz
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
4/27/2017 4:42:57 PM;46;EIS;07:50:58.967;00:00:21.823;1;1;Pan_5pulse_EISSOC;4.05659;0.00000;-0.29001;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;4.05971;20.98621;9.08799;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.04615;0.43566;22.86947;23.41483;25.00000;25.00000;26.63070;
4/27/2017 4:43:08 PM;46;EIS;07:51:09.723;00:00:32.579;1;1;Pan_5pulse_EISSOC;4.05659;0.00000;-0.29001;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;4.05860;20.59679;6.91559;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.94857;0.43659;21.72679;18.56001;25.00000;25.00000;26.63070;
4/27/2017 4:43:19 PM;46;EIS;07:51:20.848;00:00:43.704;1;1;Pan_5pulse_EISSOC;4.05659;0.00000;-0.29001;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;4.05861;20.36545;5.00324;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96401;0.45969;20.97103;13.80267;25.00000;25.00000;26.63070;
4/27/2017 4:43:30 PM;46;EIS;07:51:31.842;00:00:54.698;1;1;Pan_5pulse_EISSOC;4.05659;0.00000;-0.29001;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;4.06134;20.30210;3.36020;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98048;0.47646;20.57830;9.39784;25.00000;25.00000;26.63070;
4/27/2017 4:43:41 PM;46;EIS;07:51:42.828;00:01:05.684;1;1;Pan_5pulse_EISSOC;4.05659;0.00000;-0.29001;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;4.05855;20.37607;2.10826;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99492;0.48568;20.48485;5.90723;25.00000;25.00000;26.63070;
4/27/2017 4:43:52 PM;46;EIS;07:51:53.901;00:01:16.757;1;1;Pan_5pulse_EISSOC;4.05659;0.00000;-0.29001;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;4.06159;20.53038;1.18817;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00363;0.48803;20.56474;3.31223;25.00000;25.00000;26.63070;
4/27/2017 4:44:03 PM;46;EIS;07:52:04.939;00:01:27.795;1;1;Pan_5pulse_EISSOC;4.05659;0.00000;-0.29001;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;4.06480;20.75829;0.40476;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00936;0.48615;20.76224;1.11706;25.00000;25.00000;26.64191;
4/27/2017 4:44:14 PM;46;EIS;07:52:16.124;00:01:38.980;1;1;Pan_5pulse_EISSOC;4.05659;0.00000;-0.29001;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;4.05848;21.02716;-0.19599;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01271;0.48160;21.02807;-0.53402;25.00000;25.00000;26.63070;
4/27/2017 4:44:26 PM;46;EIS;07:52:27.400;00:01:50.256;1;1;Pan_5pulse_EISSOC;4.05659;0.00000;-0.29001;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;4.05930;21.32807;-0.67347;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01463;0.47549;21.33870;-1.80860;25.00000;25.00000;26.63070;
