

Measurement ID;3623
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;5/22/2017 8:47:26 AM
End Time;5/30/2017 7:42:20 AM
Test section;EIS00006
Comment;0degC EIS vs SOC
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
5/23/2017 1:59:27 PM;51;EIS;18:55:33.841;00:00:21.547;4;1;Pan_5pulse_EIS_0dC;3.69307;0.00000;-1.16001;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.69360;24.17137;7.94741;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99311;0.39031;25.44438;18.20057;0.00000;0.00000;1.93902;
5/23/2017 1:59:38 PM;51;EIS;18:55:44.647;00:00:32.353;4;1;Pan_5pulse_EIS_0dC;3.69307;0.00000;-1.16001;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.69445;23.88662;5.80204;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96473;0.39246;24.58118;13.65268;0.00000;0.00000;2.14077;
5/23/2017 1:59:48 PM;51;EIS;18:55:55.439;00:00:43.145;4;1;Pan_5pulse_EIS_0dC;3.69307;0.00000;-1.16001;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.69447;23.77200;3.87105;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.97881;0.40639;24.08512;9.24890;0.00000;0.00000;1.91660;
5/23/2017 1:59:59 PM;51;EIS;18:56:06.287;00:00:53.993;4;1;Pan_5pulse_EIS_0dC;3.69307;0.00000;-1.16001;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.69774;23.84670;2.15470;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99346;0.41491;23.94385;5.16301;0.00000;0.00000;1.92781;
5/23/2017 2:00:10 PM;51;EIS;18:56:17.076;00:01:04.782;4;1;Pan_5pulse_EIS_0dC;3.69307;0.00000;-1.16001;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.69459;24.08459;0.78696;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00601;0.41747;24.09744;1.87147;0.00000;0.00000;1.91660;
5/23/2017 2:00:21 PM;51;EIS;18:56:27.992;00:01:15.698;4;1;Pan_5pulse_EIS_0dC;3.69307;0.00000;-1.16001;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.69263;24.41873;-0.27471;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01313;0.41487;24.42028;-0.64456;0.00000;0.00000;1.92781;
5/23/2017 2:00:32 PM;51;EIS;18:56:38.922;00:01:26.628;4;1;Pan_5pulse_EIS_0dC;3.69307;0.00000;-1.16001;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.69019;24.88086;-1.24381;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01990;0.40940;24.91193;-2.86186;0.00000;0.00000;1.91660;
5/23/2017 2:00:43 PM;51;EIS;18:56:49.986;00:01:37.692;4;1;Pan_5pulse_EIS_0dC;3.69307;0.00000;-1.16001;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.69926;25.42247;-2.05373;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02378;0.40140;25.50529;-4.61856;0.00000;0.00000;1.92781;
5/23/2017 2:00:54 PM;51;EIS;18:57:01.243;00:01:48.949;4;1;Pan_5pulse_EIS_0dC;3.69307;0.00000;-1.16001;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.70292;26.04542;-2.76551;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02685;0.39205;26.19183;-6.06098;0.00000;0.00000;1.92781;
