

Measurement ID;3623
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;5/22/2017 8:47:26 AM
End Time;5/30/2017 7:42:20 AM
Test section;EIS00002
Comment;0degC EIS vs SOC
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
5/22/2017 2:28:01 PM;42;EIS;05:40:28.833;00:00:21.674;2;1;Pan_5pulse_EIS_0dC;4.03922;0.00000;-0.14501;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;4.04059;23.76075;7.70636;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99447;0.39812;24.97922;17.96951;0.00000;0.00000;2.15198;
5/22/2017 2:28:12 PM;42;EIS;05:40:39.511;00:00:32.352;2;1;Pan_5pulse_EIS_0dC;4.03922;0.00000;-0.14501;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;4.04170;23.46950;5.61109;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96476;0.39980;24.13093;13.44589;0.00000;0.00000;2.15198;
5/22/2017 2:28:23 PM;42;EIS;05:40:50.290;00:00:43.131;2;1;Pan_5pulse_EIS_0dC;4.03922;0.00000;-0.14501;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;4.04310;23.35018;3.71245;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.97875;0.41396;23.64346;9.03386;0.00000;0.00000;2.15198;
5/22/2017 2:28:33 PM;42;EIS;05:41:00.957;00:00:53.798;2;1;Pan_5pulse_EIS_0dC;4.03986;0.00000;-0.14501;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;4.04110;23.42458;2.01429;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99371;0.42266;23.51103;4.91479;0.00000;0.00000;2.15198;
5/22/2017 2:28:44 PM;42;EIS;05:41:11.790;00:01:04.631;2;1;Pan_5pulse_EIS_0dC;4.03986;0.00000;-0.14501;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;4.04205;23.66438;0.65243;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00655;0.42518;23.67337;1.57926;0.00000;0.00000;2.15198;
5/22/2017 2:28:55 PM;42;EIS;05:41:22.610;00:01:15.451;2;1;Pan_5pulse_EIS_0dC;4.03986;0.00000;-0.14501;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;4.04716;24.00671;-0.41148;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01400;0.42232;24.01024;-0.98197;0.00000;0.00000;1.95023;
5/22/2017 2:29:06 PM;42;EIS;05:41:33.519;00:01:26.360;2;1;Pan_5pulse_EIS_0dC;4.03986;0.00000;-0.14501;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;4.04753;24.48182;-1.39193;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02107;0.41640;24.52135;-3.25409;0.00000;0.00000;2.15198;
5/22/2017 2:29:17 PM;42;EIS;05:41:44.451;00:01:37.292;2;1;Pan_5pulse_EIS_0dC;4.03986;0.00000;-0.14501;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;4.03452;25.04200;-2.21763;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02510;0.40776;25.14000;-5.06070;0.00000;0.00000;1.93902;
5/22/2017 2:29:28 PM;42;EIS;05:41:55.564;00:01:48.405;2;1;Pan_5pulse_EIS_0dC;4.03986;0.00000;-0.14501;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;4.04774;25.68750;-2.94878;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02844;0.39775;25.85619;-6.54857;0.00000;0.00000;2.16318;
