

Measurement ID;3623
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;5/22/2017 8:47:26 AM
End Time;5/30/2017 7:42:20 AM
Test section;EIS00001
Comment;0degC EIS vs SOC
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
5/22/2017 10:47:59 AM;42;EIS;02:00:26.481;00:00:21.428;1;1;Pan_5pulse_EIS_0dC;4.15181;0.00000;0.00000;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;4.14604;23.70966;7.49024;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99586;0.40051;24.86467;17.53212;0.00000;0.00000;2.14077;
5/22/2017 10:48:09 AM;42;EIS;02:00:37.233;00:00:32.180;1;1;Pan_5pulse_EIS_0dC;4.15181;0.00000;0.00000;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;4.15153;23.43042;5.41387;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96580;0.40162;24.04776;13.01051;0.00000;0.00000;1.92781;
5/22/2017 10:48:20 AM;42;EIS;02:00:47.998;00:00:42.945;1;1;Pan_5pulse_EIS_0dC;4.15117;0.00000;0.00000;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;4.15108;23.32734;3.52388;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.97997;0.41538;23.59200;8.59028;0.00000;0.00000;1.92781;
5/22/2017 10:48:31 AM;42;EIS;02:00:58.827;00:00:53.774;1;1;Pan_5pulse_EIS_0dC;4.15117;0.00000;0.00000;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;4.15055;23.42422;1.83125;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99521;0.42357;23.49570;4.47017;0.00000;0.00000;2.14077;
5/22/2017 10:48:42 AM;42;EIS;02:01:09.693;00:01:04.640;1;1;Pan_5pulse_EIS_0dC;4.15053;0.00000;0.00000;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;4.14960;23.68740;0.46777;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00786;0.42540;23.69201;1.13130;0.00000;0.00000;2.14077;
5/22/2017 10:48:53 AM;42;EIS;02:01:20.610;00:01:15.557;1;1;Pan_5pulse_EIS_0dC;4.15053;0.00000;0.00000;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;4.14187;24.05320;-0.60222;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01534;0.42199;24.06074;-1.43421;0.00000;0.00000;2.14077;
5/22/2017 10:49:04 AM;42;EIS;02:01:31.459;00:01:26.406;1;1;Pan_5pulse_EIS_0dC;4.14988;0.00000;0.00000;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;4.13972;24.55690;-1.59287;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02252;0.41551;24.60850;-3.71127;0.00000;0.00000;2.14077;
5/22/2017 10:49:15 AM;42;EIS;02:01:42.986;00:01:37.933;1;1;Pan_5pulse_EIS_0dC;4.15310;0.00000;0.00000;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;4.15178;25.14980;-2.43097;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02252;0.40632;25.26701;-5.52105;0.00000;0.00000;1.93902;
5/22/2017 10:49:26 AM;42;EIS;02:01:53.984;00:01:48.931;1;1;Pan_5pulse_EIS_0dC;4.15053;0.00000;0.00000;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;4.15202;25.83201;-3.17820;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02995;0.39573;26.02678;-7.01404;0.00000;0.00000;2.14077;
