

Measurement ID;3623
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;5/22/2017 8:47:26 AM
End Time;5/30/2017 7:42:20 AM
Test section;EIS00008
Comment;0degC EIS vs SOC
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
5/23/2017 9:39:36 PM;51;EIS;26:35:42.677;00:00:21.516;6;1;Pan_5pulse_EIS_0dC;3.55989;0.00000;-1.74000;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.56051;24.67556;7.94730;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99492;0.38379;25.92379;17.85228;0.00000;0.00000;1.93902;
5/23/2017 9:39:47 PM;51;EIS;26:35:53.463;00:00:32.302;6;1;Pan_5pulse_EIS_0dC;3.55989;0.00000;-1.74000;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.56038;24.41583;5.78439;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96654;0.38521;25.09167;13.32830;0.00000;0.00000;1.93902;
5/23/2017 9:39:57 PM;51;EIS;26:36:04.135;00:00:42.974;6;1;Pan_5pulse_EIS_0dC;3.55989;0.00000;-1.74000;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.56177;24.32083;3.83960;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98020;0.39810;24.62204;8.97140;0.00000;0.00000;1.93902;
5/23/2017 9:40:08 PM;51;EIS;26:36:14.885;00:00:53.724;6;1;Pan_5pulse_EIS_0dC;3.55989;0.00000;-1.74000;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.56043;24.41567;2.11567;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99460;0.40584;24.50716;4.95244;0.00000;0.00000;1.92781;
5/23/2017 9:40:19 PM;51;EIS;26:36:25.612;00:01:04.451;6;1;Pan_5pulse_EIS_0dC;3.55989;0.00000;-1.74000;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.56187;24.66810;0.74551;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00662;0.40788;24.67936;1.73105;0.00000;0.00000;2.12956;
5/23/2017 9:40:30 PM;51;EIS;26:36:36.407;00:01:15.246;6;1;Pan_5pulse_EIS_0dC;3.55989;0.00000;-1.74000;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.56193;25.01504;-0.31486;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01341;0.40509;25.01702;-0.72113;0.00000;0.00000;1.93902;
5/23/2017 9:40:40 PM;51;EIS;26:36:47.201;00:01:26.040;6;1;Pan_5pulse_EIS_0dC;3.56053;0.00000;-1.74000;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.56587;25.48855;-1.28093;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01341;0.39964;25.52072;-2.87699;0.00000;0.00000;2.14077;
5/23/2017 9:40:51 PM;51;EIS;26:36:58.123;00:01:36.962;6;1;Pan_5pulse_EIS_0dC;3.56053;0.00000;-1.74000;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.56256;26.04017;-2.08527;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02354;0.39181;26.12353;-4.57841;0.00000;0.00000;1.91660;
5/23/2017 9:41:02 PM;51;EIS;26:37:09.236;00:01:48.075;6;1;Pan_5pulse_EIS_0dC;3.56053;0.00000;-1.74000;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.56745;26.67052;-2.79051;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02646;0.38278;26.81611;-5.97306;0.00000;0.00000;1.93902;
5/23/2017 9:41:14 PM;51;EIS;26:37:20.581;00:01:59.420;6;1;Pan_5pulse_EIS_0dC;3.56053;0.00000;-1.74000;;0.00100;6000.00000;449.93653;2.00000;-2.00000;20.00000;10.00000;10.00000;16.00000;3.56833;27.37649;-3.41504;450.70422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02865;0.37285;27.58867;-7.11055;0.00000;0.00000;1.92781;
