

Measurement ID;3623
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;5/22/2017 8:47:26 AM
End Time;5/30/2017 7:42:20 AM
Test section;EIS00007
Comment;0degC EIS vs SOC
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
5/23/2017 5:49:33 PM;51;EIS;22:45:39.648;00:00:21.348;5;1;Pan_5pulse_EIS_0dC;3.61715;0.00000;-1.45002;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.61907;24.45032;7.95517;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.05199;0.38651;25.71192;18.02285;0.00000;0.00000;1.92781;
5/23/2017 5:49:43 PM;51;EIS;22:45:50.397;00:00:32.097;5;1;Pan_5pulse_EIS_0dC;3.61780;0.00000;-1.45002;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.61952;24.17730;5.80102;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96560;0.38836;24.86350;13.49230;0.00000;0.00000;2.14077;
5/23/2017 5:49:54 PM;51;EIS;22:46:01.095;00:00:42.795;5;1;Pan_5pulse_EIS_0dC;3.61780;0.00000;-1.45002;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.61953;24.07184;3.86197;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.97950;0.40177;24.37967;9.11458;0.00000;0.00000;2.12956;
5/23/2017 5:50:05 PM;51;EIS;22:46:11.773;00:00:53.473;5;1;Pan_5pulse_EIS_0dC;3.61780;0.00000;-1.45002;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.61958;24.15619;2.14058;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99400;0.40988;24.25085;5.06400;0.00000;0.00000;2.14077;
5/23/2017 5:50:16 PM;51;EIS;22:46:22.568;00:01:04.268;5;1;Pan_5pulse_EIS_0dC;3.61780;0.00000;-1.45002;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.62400;24.40010;0.77234;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00622;0.41218;24.41232;1.81298;0.00000;0.00000;1.92781;
5/23/2017 5:50:26 PM;51;EIS;22:46:33.363;00:01:15.063;5;1;Pan_5pulse_EIS_0dC;3.61780;0.00000;-1.45002;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.62466;24.74072;-0.28886;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01322;0.40951;24.74241;-0.66892;0.00000;0.00000;1.92781;
5/23/2017 5:50:37 PM;51;EIS;22:46:44.254;00:01:25.954;5;1;Pan_5pulse_EIS_0dC;3.61780;0.00000;-1.45002;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.62302;25.20899;-1.25739;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01995;0.40409;25.24032;-2.85546;0.00000;0.00000;1.92781;
5/23/2017 5:50:48 PM;51;EIS;22:46:55.197;00:01:36.897;5;1;Pan_5pulse_EIS_0dC;3.61780;0.00000;-1.45002;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.61470;25.75647;-2.06508;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02363;0.39616;25.83912;-4.58401;0.00000;0.00000;2.15198;
5/23/2017 5:50:59 PM;51;EIS;22:47:06.224;00:01:47.924;5;1;Pan_5pulse_EIS_0dC;3.61780;0.00000;-1.45002;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.61974;26.38094;-2.77246;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02656;0.38700;26.52622;-5.99939;0.00000;0.00000;2.14077;
