

Measurement ID;3623
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;5/22/2017 8:47:26 AM
End Time;5/30/2017 7:42:20 AM
Test section;EIS00009
Comment;0degC EIS vs SOC
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
5/24/2017 1:29:39 AM;58;EIS;30:25:45.461;00:00:21.336;1;1;Pan_5pulse_EIS_0dC;3.48590;0.00000;-2.03001;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.48756;24.87417;7.95636;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99513;0.38105;26.11567;17.73762;0.00000;0.00000;1.93902;
5/24/2017 1:29:50 AM;58;EIS;30:25:56.219;00:00:32.094;1;1;Pan_5pulse_EIS_0dC;3.48590;0.00000;-2.03001;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.48912;24.62244;5.78473;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96713;0.38237;25.29284;13.22114;0.00000;0.00000;1.92781;
5/24/2017 1:30:00 AM;58;EIS;30:26:07.002;00:00:42.877;1;1;Pan_5pulse_EIS_0dC;3.48590;0.00000;-2.03001;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.48545;24.53597;3.83465;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98080;0.39494;24.83381;8.88271;0.00000;0.00000;1.93902;
5/24/2017 1:30:11 AM;58;EIS;30:26:17.695;00:00:53.570;1;1;Pan_5pulse_EIS_0dC;3.48590;0.00000;-2.03001;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.48569;24.63852;2.10757;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99507;0.40240;24.72850;4.88915;0.00000;0.00000;2.14077;
5/24/2017 1:30:22 AM;58;EIS;30:26:28.576;00:01:04.451;1;1;Pan_5pulse_EIS_0dC;3.48590;0.00000;-2.03001;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.49219;24.89836;0.73665;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00688;0.40422;24.90925;1.69468;0.00000;0.00000;2.12956;
5/24/2017 1:30:33 AM;58;EIS;30:26:39.281;00:01:15.156;1;1;Pan_5pulse_EIS_0dC;3.48590;0.00000;-2.03001;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.48384;25.25138;-0.32283;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01359;0.40137;25.25345;-0.73246;0.00000;0.00000;2.14077;
5/24/2017 1:30:43 AM;58;EIS;30:26:50.140;00:01:26.015;1;1;Pan_5pulse_EIS_0dC;3.48590;0.00000;-2.03001;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.48804;25.73012;-1.28523;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01990;0.39589;25.76220;-2.85958;0.00000;0.00000;1.95023;
5/24/2017 1:30:54 AM;58;EIS;30:27:01.075;00:01:36.950;1;1;Pan_5pulse_EIS_0dC;3.48654;0.00000;-2.03001;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.49573;26.28524;-2.08588;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02348;0.38815;26.36788;-4.53723;0.00000;0.00000;2.15198;
5/24/2017 1:31:06 AM;58;EIS;30:27:12.327;00:01:48.202;1;1;Pan_5pulse_EIS_0dC;3.48654;0.00000;-2.03001;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.49641;26.91820;-2.78569;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02623;0.37921;27.06196;-5.90835;0.00000;0.00000;1.93902;
