

Measurement ID;3623
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;5/22/2017 8:47:26 AM
End Time;5/30/2017 7:42:20 AM
Test section;EIS00011
Comment;0degC EIS vs SOC
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
5/24/2017 8:49:44 AM;58;EIS;37:45:50.336;00:00:21.435;3;1;Pan_5pulse_EIS_0dC;3.37138;0.00000;-2.32002;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.37307;25.25491;7.96701;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99513;0.37578;26.48176;17.50859;0.00000;0.00000;2.11835;
5/24/2017 8:49:55 AM;58;EIS;37:46:01.097;00:00:32.196;3;1;Pan_5pulse_EIS_0dC;3.37138;0.00000;-2.32002;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.37151;25.02425;5.78070;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96844;0.37707;25.68325;13.00738;0.00000;0.00000;2.16318;
5/24/2017 8:50:05 AM;58;EIS;37:46:11.820;00:00:42.919;3;1;Pan_5pulse_EIS_0dC;3.37138;0.00000;-2.32002;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.37313;24.95212;3.82080;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98184;0.38896;25.24296;8.70582;0.00000;0.00000;1.95023;
5/24/2017 8:50:16 AM;58;EIS;37:46:22.595;00:00:53.694;3;1;Pan_5pulse_EIS_0dC;3.37138;0.00000;-2.32002;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.37317;25.06713;2.08724;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99573;0.39586;25.15388;4.75980;0.00000;0.00000;2.16318;
5/24/2017 8:50:27 AM;58;EIS;37:46:33.358;00:01:04.457;3;1;Pan_5pulse_EIS_0dC;3.37138;0.00000;-2.32002;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.37327;25.33740;0.71514;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00730;0.39739;25.34749;1.61672;0.00000;0.00000;2.16318;
5/24/2017 8:50:38 AM;58;EIS;37:46:44.190;00:01:15.289;3;1;Pan_5pulse_EIS_0dC;3.37138;0.00000;-2.32002;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.37327;25.69855;-0.34353;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01365;0.39440;25.70085;-0.76587;0.00000;0.00000;2.15198;
5/24/2017 8:50:49 AM;58;EIS;37:46:55.034;00:01:26.133;3;1;Pan_5pulse_EIS_0dC;3.37202;0.00000;-2.32002;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.37334;26.18518;-1.30262;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01989;0.38901;26.21756;-2.84792;0.00000;0.00000;2.15198;
5/24/2017 8:51:00 AM;58;EIS;37:47:06.002;00:01:37.101;3;1;Pan_5pulse_EIS_0dC;3.37202;0.00000;-2.32002;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.36801;26.74560;-2.09783;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02328;0.38143;26.82775;-4.48489;0.00000;0.00000;1.93902;
5/24/2017 8:51:11 AM;58;EIS;37:47:17.112;00:01:48.211;3;1;Pan_5pulse_EIS_0dC;3.37202;0.00000;-2.32002;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.37317;27.38153;-2.79148;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02581;0.37270;27.52345;-5.82104;0.00000;0.00000;1.93902;
