

Measurement ID;3576
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;418 - Pan_5pulse_EISSOC
Start Time;5/4/2017 8:18:56 AM
End Time;5/6/2017 11:56:52 AM
Test section;EIS00012
Comment;10degC EIS vs SOC 6kHz to 1mHz
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
5/6/2017 3:10:17 AM;53;EIS;42:51:11.370;00:00:21.739;4;1;Pan_5pulse_EISSOC;3.38167;0.00000;-2.46502;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.38411;23.38345;8.28744;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99714;0.40193;24.80862;19.51509;0.00000;0.00000;12.19453;
5/6/2017 3:10:27 AM;53;EIS;42:51:22.128;00:00:32.497;4;1;Pan_5pulse_EISSOC;3.38167;0.00000;-2.46502;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.38211;23.09861;6.14277;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96205;0.40251;23.90145;14.89236;0.00000;0.00000;12.19453;
5/6/2017 3:10:38 AM;53;EIS;42:51:32.980;00:00:43.349;4;1;Pan_5pulse_EISSOC;3.38167;0.00000;-2.46502;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.38556;22.97055;4.23555;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.97630;0.41798;23.35778;10.44746;0.00000;0.00000;12.19453;
5/6/2017 3:10:49 AM;53;EIS;42:51:43.742;00:00:54.111;4;1;Pan_5pulse_EISSOC;3.38167;0.00000;-2.46502;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.38499;23.01790;2.57086;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.97630;0.42782;23.16103;6.37294;0.00000;0.00000;12.19453;
5/6/2017 3:11:00 AM;53;EIS;42:51:54.684;00:01:05.053;4;1;Pan_5pulse_EISSOC;3.38167;0.00000;-2.46502;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.38023;23.21233;1.27633;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00333;0.43159;23.24739;3.14724;0.00000;0.00000;12.19453;
5/6/2017 3:11:11 AM;53;EIS;42:52:05.660;00:01:16.029;4;1;Pan_5pulse_EISSOC;3.38167;0.00000;-2.46502;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.38372;23.49168;0.30213;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01033;0.43004;23.49362;0.73685;0.00000;0.00000;12.20574;
5/6/2017 3:11:22 AM;53;EIS;42:52:16.650;00:01:27.019;4;1;Pan_5pulse_EISSOC;3.38167;0.00000;-2.46502;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.38534;23.87325;-0.55212;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01621;0.42556;23.87963;-1.32484;0.00000;0.00000;12.19453;
5/6/2017 3:11:33 AM;53;EIS;42:52:27.746;00:01:38.115;4;1;Pan_5pulse_EISSOC;3.38167;0.00000;-2.46502;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.37633;24.31234;-1.22926;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01937;0.41875;24.34339;-2.89448;0.00000;0.00000;12.20574;
5/6/2017 3:11:44 AM;53;EIS;42:52:39.045;00:01:49.414;4;1;Pan_5pulse_EISSOC;3.38232;0.00000;-2.46502;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.38382;24.80260;-1.78609;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02135;0.41073;24.86683;-4.11888;0.00000;0.00000;12.19453;
5/6/2017 3:11:56 AM;53;EIS;42:52:50.499;00:02:00.868;4;1;Pan_5pulse_EISSOC;3.38167;0.00000;-2.46502;;0.00100;6000.00000;449.93653;2.00000;-2.00000;20.00000;10.00000;10.00000;16.00000;3.38384;25.33840;-2.24728;450.70422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02291;0.40212;25.43786;-5.06833;0.00000;0.00000;12.19453;
5/6/2017 3:12:07 AM;53;EIS;42:53:02.137;00:02:12.506;4;1;Pan_5pulse_EISSOC;3.38232;0.00000;-2.46502;;0.00100;6000.00000;337.40480;2.00000;-2.00000;20.00000;10.00000;11.00000;16.00000;3.38385;25.92118;-2.64358;336.84210;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02409;0.39304;26.05563;-5.82320;0.00000;0.00000;12.20574;
5/6/2017 3:12:19 AM;53;EIS;42:53:14.115;00:02:24.484;4;1;Pan_5pulse_EISSOC;3.38232;0.00000;-2.46502;;0.00100;6000.00000;253.01790;2.00000;-2.00000;20.00000;10.00000;12.00000;16.00000;3.38390;26.52580;-2.97988;253.29816;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02437;0.38377;26.69265;-6.40967;0.00000;0.00000;12.40748;
5/6/2017 3:12:32 AM;53;EIS;42:53:26.536;00:02:36.905;4;1;Pan_5pulse_EISSOC;3.38232;0.00000;-2.46502;;0.00100;6000.00000;189.73666;2.00000;-2.00000;20.00000;10.00000;13.00000;16.00000;3.39095;27.16611;-3.27927;189.72333;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02595;0.37493;27.36332;-6.88298;0.00000;0.00000;12.39628;
5/6/2017 3:12:44 AM;53;EIS;42:53:38.488;00:02:48.857;4;1;Pan_5pulse_EISSOC;3.38232;0.00000;-2.46502;;0.00100;6000.00000;142.28242;2.00000;-2.00000;20.00000;10.00000;14.00000;16.00000;3.39381;27.83099;-3.55407;142.43323;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02477;0.36525;28.05700;-7.27740;0.00000;0.00000;12.19453;
5/6/2017 3:12:56 AM;53;EIS;42:53:50.648;00:03:01.017;4;1;Pan_5pulse_EISSOC;3.38232;0.00000;-2.46502;;0.00100;6000.00000;106.69676;2.00000;-2.00000;20.00000;10.00000;15.00000;16.00000;3.37381;28.53477;-3.81272;106.66666;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02571;0.35629;28.78836;-7.61060;0.00000;0.00000;12.19453;
