

Measurement ID;3576
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;418 - Pan_5pulse_EISSOC
Start Time;5/4/2017 8:18:56 AM
End Time;5/6/2017 11:56:52 AM
Test section;EIS00006
Comment;10degC EIS vs SOC 6kHz to 1mHz
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
5/5/2017 4:39:36 AM;46;MSG;20:20:31.831;00:00:00.000;4;1;Pan_5pulse_EISSOC;StartFreq: 0.001 EndFreq: 6000.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/5/2017 4:39:36 AM;46;MSG;20:20:31.831;00:00:00.000;4;1;Pan_5pulse_EISSOC;MvIdeal:    10 AAcStart:  0.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/5/2017 4:39:36 AM;46;MSG;20:20:31.831;00:00:00.000;4;1;Pan_5pulse_EISSOC;Time: 10.000 Peri:  3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/5/2017 4:39:58 AM;46;EIS;20:20:53.747;00:00:21.916;4;1;Pan_5pulse_EISSOC;3.75;0.00;-1.16;;0.00;6000;6000.000;2;-2;20;10;1;16;3.75383;22.35738;8.17909;6000.000;0;0.02;10.00;3;0;0;0;0;0;1;0.42;23.80651;20.09425;0.0;0.0;12.19;
5/5/2017 4:40:09 AM;46;EIS;20:21:04.747;00:00:32.916;4;1;Pan_5pulse_EISSOC;3.75;0.00;-1.16;;0.00;6000;4499.365;2;-2;20;10;2;16;3.75288;22.02674;6.09646;4571.429;0;0.02;10.00;3;0;0;0;0;0;1;0.42;22.85485;15.47079;0.0;0.0;12.21;
5/5/2017 4:40:20 AM;46;EIS;20:21:15.855;00:00:44.024;4;1;Pan_5pulse_EISSOC;3.75;0.00;-1.16;;0.00;6000;3374.048;2;-2;20;10;3;16;3.75428;21.85926;4.23385;3428.572;0;0.02;10.00;3;0;0;0;0;0;1;0.44;22.26550;10.96172;0.0;0.0;12.19;
5/5/2017 4:40:31 AM;46;EIS;20:21:26.850;00:00:55.019;4;1;Pan_5pulse_EISSOC;3.75;0.00;-1.16;;0.00;6000;2530.179;2;-2;20;10;4;16;3.75318;21.87203;2.60038;2526.316;0;0.02;10.00;3;0;0;0;0;0;1;0.45;22.02607;6.78012;0.0;0.0;12.21;
5/5/2017 4:40:42 AM;46;EIS;20:21:37.923;00:01:06.092;4;1;Pan_5pulse_EISSOC;3.75;0.00;-1.16;;0.00;6000;1897.367;2;-2;20;10;5;16;3.75326;22.03623;1.32335;1882.353;0;0.02;10.00;3;0;0;0;0;0;1;0.45;22.07593;3.43667;0.0;0.0;12.21;
5/5/2017 4:40:53 AM;46;EIS;20:21:48.832;00:01:17.001;4;1;Pan_5pulse_EISSOC;3.75;0.00;-1.16;;0.00;6000;1422.824;2;-2;20;10;6;16;3.74851;22.29192;0.35673;1432.836;0;0.02;10.00;3;0;0;0;0;0;1;0.45;22.29477;0.91681;0.0;0.0;12.19;
