

Measurement ID;3576
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;418 - Pan_5pulse_EISSOC
Start Time;5/4/2017 8:18:56 AM
End Time;5/6/2017 11:56:52 AM
Test section;EIS00008
Comment;10degC EIS vs SOC 6kHz to 1mHz
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
5/5/2017 12:20:07 PM;46;EIS;28:01:02.337;00:00:21.733;6;1;Pan_5pulse_EISSOC;3.59592;0.00000;-1.74002;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.59852;22.78365;8.18866;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99828;0.41233;24.21051;19.76893;0.00000;0.00000;12.20574;
5/5/2017 12:20:18 PM;46;EIS;28:01:13.326;00:00:32.722;6;1;Pan_5pulse_EISSOC;3.59592;0.00000;-1.74002;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.59950;22.46927;6.08713;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96023;0.41248;23.27920;15.15810;0.00000;0.00000;12.20574;
5/5/2017 12:20:29 PM;46;EIS;28:01:24.126;00:00:43.522;6;1;Pan_5pulse_EISSOC;3.59592;0.00000;-1.74002;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.59811;22.31646;4.21320;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.97460;0.42914;22.71069;10.69122;0.00000;0.00000;12.20574;
5/5/2017 12:20:40 PM;46;EIS;28:01:35.221;00:00:54.617;6;1;Pan_5pulse_EISSOC;3.59592;0.00000;-1.74002;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.59494;22.34157;2.57083;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98956;0.44002;22.48900;6.56411;0.00000;0.00000;12.20574;
5/5/2017 12:20:51 PM;46;EIS;28:01:46.141;00:01:05.537;6;1;Pan_5pulse_EISSOC;3.59592;0.00000;-1.74002;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.60249;22.51804;1.28813;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98956;0.44451;22.55486;3.27399;0.00000;0.00000;12.21695;
5/5/2017 12:21:02 PM;46;EIS;28:01:57.009;00:01:16.405;6;1;Pan_5pulse_EISSOC;3.59592;0.00000;-1.74002;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.60216;22.78370;0.31906;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01001;0.44326;22.78593;0.80232;0.00000;0.00000;12.20574;
5/5/2017 12:21:13 PM;46;EIS;28:02:08.004;00:01:27.400;6;1;Pan_5pulse_EISSOC;3.59592;0.00000;-1.74002;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.60311;23.15494;-0.53492;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01629;0.43879;23.16112;-1.32339;0.00000;0.00000;12.21695;
5/5/2017 12:21:24 PM;46;EIS;28:02:19.185;00:01:38.581;6;1;Pan_5pulse_EISSOC;3.59592;0.00000;-1.74002;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.60575;23.58617;-1.21460;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01970;0.43176;23.61742;-2.94793;0.00000;0.00000;12.21695;
5/5/2017 12:21:35 PM;46;EIS;28:02:30.808;00:01:50.204;6;1;Pan_5pulse_EISSOC;3.59592;0.00000;-1.74002;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.59370;24.07019;-1.77684;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01970;0.42335;24.13568;-4.22185;0.00000;0.00000;12.20574;
5/5/2017 12:21:47 PM;46;EIS;28:02:42.593;00:02:01.989;6;1;Pan_5pulse_EISSOC;3.59592;0.00000;-1.74002;;0.00100;6000.00000;449.93653;2.00000;-2.00000;20.00000;10.00000;10.00000;16.00000;3.59824;24.60114;-2.24221;450.70422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02345;0.41430;24.70310;-5.20769;0.00000;0.00000;12.21695;
5/5/2017 12:21:59 PM;46;EIS;28:02:54.303;00:02:13.699;6;1;Pan_5pulse_EISSOC;3.59592;0.00000;-1.74002;;0.00100;6000.00000;337.40480;2.00000;-2.00000;20.00000;10.00000;11.00000;16.00000;3.59827;25.18575;-2.64479;336.84210;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02495;0.40473;25.32423;-5.99474;0.00000;0.00000;12.21695;
5/5/2017 12:22:11 PM;46;EIS;28:03:06.367;00:02:25.763;6;1;Pan_5pulse_EISSOC;3.59592;0.00000;-1.74002;;0.00100;6000.00000;253.01790;2.00000;-2.00000;20.00000;10.00000;12.00000;16.00000;3.59108;25.79471;-2.98645;253.29816;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02527;0.39483;25.96702;-6.60415;0.00000;0.00000;12.21695;
5/5/2017 12:22:23 PM;46;EIS;28:03:18.729;00:02:38.125;6;1;Pan_5pulse_EISSOC;3.59592;0.00000;-1.74002;;0.00100;6000.00000;189.73666;2.00000;-2.00000;20.00000;10.00000;13.00000;16.00000;3.59831;26.44480;-3.29070;189.72333;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02709;0.38542;26.64876;-7.09324;0.00000;0.00000;12.20574;
5/5/2017 12:22:35 PM;46;EIS;28:03:30.549;00:02:49.945;6;1;Pan_5pulse_EISSOC;3.59592;0.00000;-1.74002;;0.00100;6000.00000;142.28242;2.00000;-2.00000;20.00000;10.00000;14.00000;16.00000;3.60504;27.12392;-3.56617;142.43323;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02604;0.37505;27.35735;-7.49010;0.00000;0.00000;12.20574;
