

Measurement ID;3576
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;418 - Pan_5pulse_EISSOC
Start Time;5/4/2017 8:18:56 AM
End Time;5/6/2017 11:56:52 AM
Test section;EIS00011
Comment;10degC EIS vs SOC 6kHz to 1mHz
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
5/5/2017 11:30:14 PM;53;EIS;39:11:09.268;00:00:21.764;3;1;Pan_5pulse_EISSOC;3.44923;0.00000;-2.32001;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.45114;23.24234;8.25580;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99789;0.40458;24.66504;19.55530;0.00000;0.00000;12.20574;
5/5/2017 11:30:25 PM;53;EIS;39:11:20.214;00:00:32.710;3;1;Pan_5pulse_EISSOC;3.44923;0.00000;-2.32001;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.45118;22.94920;6.11845;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96171;0.40492;23.75082;14.92830;0.00000;0.00000;12.20574;
5/5/2017 11:30:36 PM;53;EIS;39:11:31.037;00:00:43.533;3;1;Pan_5pulse_EISSOC;3.44923;0.00000;-2.32001;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.44969;22.81721;4.21735;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.97601;0.42063;23.20369;10.47190;0.00000;0.00000;12.20574;
5/5/2017 11:30:47 PM;53;EIS;39:11:41.917;00:00:54.413;3;1;Pan_5pulse_EISSOC;3.44923;0.00000;-2.32001;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.45122;22.86157;2.55539;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99077;0.43070;23.00394;6.37786;0.00000;0.00000;12.20574;
5/5/2017 11:30:58 PM;53;EIS;39:11:52.905;00:01:05.401;3;1;Pan_5pulse_EISSOC;3.44923;0.00000;-2.32001;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.45331;23.05426;1.26214;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99077;0.43455;23.08878;3.13360;0.00000;0.00000;12.20574;
5/5/2017 11:31:09 PM;53;EIS;39:12:04.314;00:01:16.810;3;1;Pan_5pulse_EISSOC;3.44923;0.00000;-2.32001;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.45129;23.33390;0.28590;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01050;0.43303;23.33565;0.70198;0.00000;0.00000;12.20574;
5/5/2017 11:31:21 PM;53;EIS;39:12:15.674;00:01:28.170;3;1;Pan_5pulse_EISSOC;3.44923;0.00000;-2.32001;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.44684;23.71704;-0.57256;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01648;0.42846;23.72395;-1.38293;0.00000;0.00000;12.20574;
5/5/2017 11:31:32 PM;53;EIS;39:12:26.965;00:01:39.461;3;1;Pan_5pulse_EISSOC;3.44923;0.00000;-2.32001;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.45168;24.15900;-1.25467;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01964;0.42149;24.19156;-2.97291;0.00000;0.00000;12.21695;
5/5/2017 11:31:44 PM;53;EIS;39:12:38.717;00:01:51.213;3;1;Pan_5pulse_EISSOC;3.44923;0.00000;-2.32001;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.44313;24.65337;-1.81766;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02181;0.41335;24.72028;-4.21670;0.00000;0.00000;12.20574;
