

Measurement ID;3576
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;418 - Pan_5pulse_EISSOC
Start Time;5/4/2017 8:18:56 AM
End Time;5/6/2017 11:56:52 AM
Test section;EIS00007
Comment;10degC EIS vs SOC 6kHz to 1mHz
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
5/5/2017 8:30:01 AM;46;EIS;24:10:56.515;00:00:21.880;5;1;Pan_5pulse_EISSOC;3.65704;0.00000;-1.45001;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.65961;22.53915;8.19242;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99693;0.41570;23.98185;19.97494;0.00000;0.00000;12.40748;
5/5/2017 8:30:12 AM;46;EIS;24:11:07.397;00:00:32.762;5;1;Pan_5pulse_EISSOC;3.65704;0.00000;-1.45001;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.66041;22.21416;6.10120;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.95930;0.41642;23.03679;15.35780;0.00000;0.00000;12.40748;
5/5/2017 8:30:23 AM;46;EIS;24:11:18.316;00:00:43.681;5;1;Pan_5pulse_EISSOC;3.65704;0.00000;-1.45001;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.65745;22.05256;4.23349;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.97376;0.43364;22.45524;10.86702;0.00000;0.00000;12.40748;
5/5/2017 8:30:34 AM;46;EIS;24:11:29.188;00:00:54.553;5;1;Pan_5pulse_EISSOC;3.65769;0.00000;-1.45001;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.66285;22.06909;2.59719;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98890;0.44502;22.22139;6.71195;0.00000;0.00000;12.41869;
5/5/2017 8:30:45 AM;46;EIS;24:11:40.199;00:01:05.564;5;1;Pan_5pulse_EISSOC;3.65704;0.00000;-1.45001;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.66171;22.23805;1.31866;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00213;0.44985;22.27711;3.39353;0.00000;0.00000;12.41869;
5/5/2017 8:30:56 AM;46;EIS;24:11:51.760;00:01:17.125;5;1;Pan_5pulse_EISSOC;3.65769;0.00000;-1.45001;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.65970;22.49549;0.35258;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00969;0.44879;22.49826;0.89795;0.00000;0.00000;12.40748;
5/5/2017 8:31:07 AM;46;EIS;24:12:02.991;00:01:28.356;5;1;Pan_5pulse_EISSOC;3.65769;0.00000;-1.45001;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.66418;22.85816;-0.49824;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01607;0.44440;22.86359;-1.24868;0.00000;0.00000;12.40748;
5/5/2017 8:31:19 AM;46;EIS;24:12:14.155;00:01:39.520;5;1;Pan_5pulse_EISSOC;3.65769;0.00000;-1.45001;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.66730;23.28193;-1.17442;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01947;0.43732;23.31153;-2.88775;0.00000;0.00000;12.41869;
5/5/2017 8:31:30 AM;46;EIS;24:12:25.403;00:01:50.768;5;1;Pan_5pulse_EISSOC;3.65769;0.00000;-1.45001;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.65975;23.75951;-1.73385;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02190;0.42896;23.82269;-4.17375;0.00000;0.00000;12.42990;
