

Measurement ID;3576
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;418 - Pan_5pulse_EISSOC
Start Time;5/4/2017 8:18:56 AM
End Time;5/6/2017 11:56:52 AM
Test section;EIS00005
Comment;10degC EIS vs SOC 6kHz to 1mHz
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
5/5/2017 12:49:55 AM;46;EIS;16:30:50.752;00:00:21.732;3;1;Pan_5pulse_EISSOC;3.85650;0.00000;-0.87001;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.85989;22.23432;8.13094;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.04765;0.42146;23.67440;20.08712;0.00000;0.00000;12.21695;
5/5/2017 12:50:06 AM;46;EIS;16:31:01.625;00:00:32.605;3;1;Pan_5pulse_EISSOC;3.85650;0.00000;-0.87001;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.85751;21.89924;6.05958;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.95850;0.42184;22.72213;15.46691;0.00000;0.00000;12.00399;
5/5/2017 12:50:16 AM;46;EIS;16:31:12.435;00:00:43.415;3;1;Pan_5pulse_EISSOC;3.85650;0.00000;-0.87001;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.86076;21.72849;4.20559;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.97308;0.43968;22.13174;10.95425;0.00000;0.00000;12.21695;
5/5/2017 12:50:27 AM;46;EIS;16:31:23.385;00:00:54.365;3;1;Pan_5pulse_EISSOC;3.85650;0.00000;-0.87001;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.85638;21.73702;2.57650;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98841;0.45155;21.88918;6.75977;0.00000;0.00000;12.21695;
5/5/2017 12:50:38 AM;46;EIS;16:31:34.466;00:01:05.446;3;1;Pan_5pulse_EISSOC;3.85650;0.00000;-0.87001;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.85896;21.89950;1.29969;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00187;0.45668;21.93803;3.39642;0.00000;0.00000;12.20574;
5/5/2017 12:50:50 AM;46;EIS;16:31:45.550;00:01:16.530;3;1;Pan_5pulse_EISSOC;3.85650;0.00000;-0.87001;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.85350;22.15537;0.33166;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00979;0.45573;22.15785;0.85763;0.00000;0.00000;12.20574;
5/5/2017 12:51:01 AM;46;EIS;16:31:56.677;00:01:27.657;3;1;Pan_5pulse_EISSOC;3.85650;0.00000;-0.87001;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.86456;22.51784;-0.52404;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01631;0.45122;22.52394;-1.33315;0.00000;0.00000;12.20574;
5/5/2017 12:51:12 AM;46;EIS;16:32:07.790;00:01:38.770;3;1;Pan_5pulse_EISSOC;3.85650;0.00000;-0.87001;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.85901;22.94163;-1.20773;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01993;0.44396;22.97340;-3.01347;0.00000;0.00000;12.20574;
5/5/2017 12:51:24 AM;46;EIS;16:32:19.531;00:01:50.511;3;1;Pan_5pulse_EISSOC;3.85714;0.00000;-0.87001;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.86448;23.42264;-1.77485;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02243;0.43527;23.48979;-4.33331;0.00000;0.00000;12.21695;
5/5/2017 12:51:35 AM;46;EIS;16:32:31.026;00:02:02.006;3;1;Pan_5pulse_EISSOC;3.85650;0.00000;-0.87001;;0.00100;6000.00000;449.93653;2.00000;-2.00000;20.00000;10.00000;10.00000;16.00000;3.85912;23.95080;-2.24843;450.70422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02392;0.42564;24.05611;-5.36304;0.00000;0.00000;12.20574;
5/5/2017 12:51:47 AM;46;EIS;16:32:42.909;00:02:13.889;3;1;Pan_5pulse_EISSOC;3.85714;0.00000;-0.87001;;0.00100;6000.00000;337.40480;2.00000;-2.00000;20.00000;10.00000;11.00000;16.00000;3.85570;24.53245;-2.65839;336.84210;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02566;0.41565;24.67607;-6.18456;0.00000;0.00000;12.21695;
