

Measurement ID;3576
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;418 - Pan_5pulse_EISSOC
Start Time;5/4/2017 8:18:56 AM
End Time;5/6/2017 11:56:52 AM
Test section;EIS00002
Comment;10degC EIS vs SOC 6kHz to 1mHz
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
5/4/2017 12:59:46 PM;37;EIS;04:40:42.703;00:00:21.798;2;1;Pan_5pulse_EISSOC;4.09326;0.00000;-0.14501;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;4.09699;22.11028;7.97838;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99942;0.42518;23.50573;19.84172;0.00000;0.00000;12.42990;
5/4/2017 12:59:57 PM;37;EIS;04:40:53.672;00:00:32.767;2;1;Pan_5pulse_EISSOC;4.09326;0.00000;-0.14501;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;4.09586;21.77852;5.92938;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.95896;0.42486;22.57126;15.23009;0.00000;0.00000;12.41869;
5/4/2017 1:00:08 PM;37;EIS;04:41:04.695;00:00:43.790;2;1;Pan_5pulse_EISSOC;4.09326;0.00000;-0.14501;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;4.09787;21.61260;4.08953;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.97353;0.44259;21.99611;10.71482;0.00000;0.00000;12.21695;
5/4/2017 1:00:19 PM;37;EIS;04:41:15.734;00:00:54.829;2;1;Pan_5pulse_EISSOC;4.09326;0.00000;-0.14501;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;4.09593;21.62875;2.46494;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98903;0.45434;21.76876;6.50171;0.00000;0.00000;12.41869;
5/4/2017 1:00:30 PM;37;EIS;04:41:26.763;00:01:05.858;2;1;Pan_5pulse_EISSOC;4.09326;0.00000;-0.14501;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;4.09285;21.80127;1.18676;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00259;0.45920;21.83354;3.11584;0.00000;0.00000;12.21695;
5/4/2017 1:00:41 PM;37;EIS;04:41:37.736;00:01:16.831;2;1;Pan_5pulse_EISSOC;4.09326;0.00000;-0.14501;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;4.10097;22.07002;0.21273;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01068;0.45792;22.07104;0.55224;0.00000;0.00000;12.40748;
5/4/2017 1:00:53 PM;37;EIS;04:41:49.265;00:01:28.360;2;1;Pan_5pulse_EISSOC;4.09391;0.00000;-0.14501;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;4.09606;22.44813;-0.65156;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01732;0.45300;22.45759;-1.66255;0.00000;0.00000;12.41869;
5/4/2017 1:01:04 PM;37;EIS;04:42:00.433;00:01:39.528;2;1;Pan_5pulse_EISSOC;4.09326;0.00000;-0.14501;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;4.09608;22.89158;-1.34675;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02103;0.44526;22.93116;-3.36694;0.00000;0.00000;12.41869;
5/4/2017 1:01:15 PM;37;EIS;04:42:11.768;00:01:50.863;2;1;Pan_5pulse_EISSOC;4.09391;0.00000;-0.14501;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;4.09468;23.39508;-1.92858;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02362;0.43606;23.47444;-4.71253;0.00000;0.00000;12.21695;
