

Measurement ID;3740
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;6/7/2017 8:39:18 AM
End Time;1/2/1970
Test section;EIS00006
Comment;
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
6/9/2017 11:18:51 AM;51;EIS;50:39:22.918;00:00:21.390;4;1;Pan_5pulse_EIS_0dC;3.68471;0.00000;-1.16001;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.68621;27.31362;7.60330;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99287;0.35019;28.35214;15.55561;-10.00000;-10.00000;-7.93541;
6/9/2017 11:19:02 AM;51;EIS;50:39:33.697;00:00:32.169;4;1;Pan_5pulse_EIS_0dC;3.68471;0.00000;-1.16001;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.68536;27.11828;5.39320;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.97377;0.35219;27.64937;11.24804;-10.00000;-10.00000;-7.93541;
6/9/2017 11:19:12 AM;51;EIS;50:39:44.428;00:00:42.900;4;1;Pan_5pulse_EIS_0dC;3.68471;0.00000;-1.16001;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.68454;27.08450;3.38633;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98607;0.36126;27.29537;7.12661;-10.00000;-10.00000;-7.93541;
6/9/2017 11:19:23 AM;51;EIS;50:39:55.218;00:00:53.690;4;1;Pan_5pulse_EIS_0dC;3.68471;0.00000;-1.16001;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.68640;27.25240;1.58027;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99937;0.36610;27.29818;3.31867;-10.00000;-10.00000;-7.93541;
6/9/2017 11:19:34 AM;51;EIS;50:40:05.897;00:01:04.369;4;1;Pan_5pulse_EIS_0dC;3.68471;0.00000;-1.16001;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.68601;27.58884;0.11675;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01020;0.36616;27.58908;0.24246;-10.00000;-10.00000;-7.93541;
6/9/2017 11:19:44 AM;51;EIS;50:40:16.598;00:01:15.070;4;1;Pan_5pulse_EIS_0dC;3.68471;0.00000;-1.16001;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.68132;28.02465;-1.04549;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01020;0.36237;28.04414;-2.13649;-10.00000;-10.00000;-7.93541;
6/9/2017 11:19:55 AM;51;EIS;50:40:27.501;00:01:25.973;4;1;Pan_5pulse_EIS_0dC;3.68471;0.00000;-1.16001;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.68223;28.60935;-2.14014;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02272;0.35648;28.68929;-4.27808;-10.00000;-10.00000;-7.93541;
6/9/2017 11:20:06 AM;51;EIS;50:40:38.495;00:01:36.967;4;1;Pan_5pulse_EIS_0dC;3.68471;0.00000;-1.16001;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.68697;29.28920;-3.09237;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02655;0.34855;29.45200;-6.02698;-10.00000;-10.00000;-7.93541;
6/9/2017 11:20:17 AM;51;EIS;50:40:49.525;00:01:47.997;4;1;Pan_5pulse_EIS_0dC;3.68535;0.00000;-1.16001;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.68200;30.07122;-3.96965;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02980;0.33951;30.33210;-7.52004;-10.00000;-10.00000;-7.93541;
