

Measurement ID;3740
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;6/7/2017 8:39:18 AM
End Time;1/2/1970
Test section;EIS00008
Comment;
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
6/9/2017 6:58:56 PM;51;EIS;58:19:27.903;00:00:21.312;6;1;Pan_5pulse_EIS_0dC;3.54445;0.00000;-1.74000;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.54619;27.85513;7.58976;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99258;0.34380;28.87062;15.24155;-10.00000;-10.00000;-7.92420;
6/9/2017 6:59:06 PM;51;EIS;58:19:38.398;00:00:31.807;6;1;Pan_5pulse_EIS_0dC;3.54445;0.00000;-1.74000;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.54704;27.68104;5.35933;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99258;0.34584;28.19508;10.95748;-10.00000;-10.00000;-7.92420;
6/9/2017 6:59:17 PM;51;EIS;58:19:48.989;00:00:42.398;6;1;Pan_5pulse_EIS_0dC;3.54445;0.00000;-1.74000;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.54430;27.67346;3.34054;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.97509;0.35428;27.87435;6.88302;-10.00000;-10.00000;-7.91299;
6/9/2017 6:59:28 PM;51;EIS;58:19:59.580;00:00:52.989;6;1;Pan_5pulse_EIS_0dC;3.54445;0.00000;-1.74000;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.54846;27.86226;1.52855;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98753;0.35850;27.90416;3.14015;-10.00000;-10.00000;-7.92420;
6/9/2017 6:59:38 PM;51;EIS;58:20:10.323;00:01:03.732;6;1;Pan_5pulse_EIS_0dC;3.54445;0.00000;-1.74000;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.54370;28.21621;0.06371;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01074;0.35821;28.21628;0.12936;-10.00000;-10.00000;-7.92420;
6/9/2017 6:59:49 PM;51;EIS;58:20:20.968;00:01:14.377;6;1;Pan_5pulse_EIS_0dC;3.54509;0.00000;-1.74000;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.54389;28.66839;-1.09593;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01647;0.35430;28.68933;-2.18924;-10.00000;-10.00000;-7.92420;
6/9/2017 7:00:00 PM;51;EIS;58:20:31.765;00:01:25.174;6;1;Pan_5pulse_EIS_0dC;3.54509;0.00000;-1.74000;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.54246;29.27060;-2.18587;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02287;0.34848;29.35210;-4.27082;-10.00000;-10.00000;-7.93541;
6/9/2017 7:00:11 PM;51;EIS;58:20:42.614;00:01:36.023;6;1;Pan_5pulse_EIS_0dC;3.54509;0.00000;-1.74000;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.53924;29.96500;-3.13075;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02287;0.34067;30.12811;-5.96463;-10.00000;-10.00000;-7.92420;
6/9/2017 7:00:22 PM;51;EIS;58:20:53.659;00:01:47.068;6;1;Pan_5pulse_EIS_0dC;3.54509;0.00000;-1.74000;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.54196;30.76001;-3.99962;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02937;0.33185;31.01895;-7.40842;-10.00000;-10.00000;-7.91299;
