

Measurement ID;3740
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;6/7/2017 8:39:18 AM
End Time;1/2/1970
Test section;EIS00004
Comment;
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
6/9/2017 3:38:45 AM;51;EIS;42:59:17.614;00:00:21.289;2;1;Pan_5pulse_EIS_0dC;3.86936;0.00000;-0.58002;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.87085;26.88438;7.53861;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99247;0.35545;27.92133;15.66394;-10.00000;-10.00000;-7.72245;
6/9/2017 3:38:56 AM;51;EIS;42:59:28.113;00:00:31.788;2;1;Pan_5pulse_EIS_0dC;3.86936;0.00000;-0.58002;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.87033;26.67055;5.35011;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.97289;0.35766;27.20187;11.34298;-10.00000;-10.00000;-7.72245;
6/9/2017 3:39:06 AM;51;EIS;42:59:38.686;00:00:42.361;2;1;Pan_5pulse_EIS_0dC;3.87001;0.00000;-0.58002;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.87180;26.62507;3.35493;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98547;0.36723;26.83561;7.18178;-10.00000;-10.00000;-7.72245;
6/9/2017 3:39:17 AM;51;EIS;42:59:49.244;00:00:52.919;2;1;Pan_5pulse_EIS_0dC;3.87001;0.00000;-0.58002;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.87385;26.78061;1.55749;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98547;0.37239;26.82586;3.32841;-10.00000;-10.00000;-7.72245;
6/9/2017 3:39:28 AM;51;EIS;42:59:59.894;00:01:03.569;2;1;Pan_5pulse_EIS_0dC;3.87001;0.00000;-0.58002;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.86758;27.10875;0.09519;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01011;0.37261;27.10892;0.20119;-10.00000;-10.00000;-7.72245;
6/9/2017 3:39:38 AM;51;EIS;43:00:10.594;00:01:14.269;2;1;Pan_5pulse_EIS_0dC;3.87001;0.00000;-0.58002;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.86927;27.53980;-1.07107;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01643;0.36880;27.56062;-2.22720;-10.00000;-10.00000;-7.72245;
6/9/2017 3:39:49 AM;51;EIS;43:00:21.338;00:01:25.013;2;1;Pan_5pulse_EIS_0dC;3.87001;0.00000;-0.58002;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.86746;28.12327;-2.17382;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02323;0.36276;28.20716;-4.41996;-10.00000;-10.00000;-7.72245;
6/9/2017 3:40:00 AM;51;EIS;43:00:32.221;00:01:35.896;2;1;Pan_5pulse_EIS_0dC;3.87001;0.00000;-0.58002;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.87986;28.80397;-3.13690;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02713;0.35450;28.97428;-6.21530;-10.00000;-10.00000;-7.72245;
6/9/2017 3:40:11 AM;51;EIS;43:00:43.195;00:01:46.870;2;1;Pan_5pulse_EIS_0dC;3.87065;0.00000;-0.58002;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.87819;29.59206;-4.02885;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03066;0.34511;29.86506;-7.75294;-10.00000;-10.00000;-7.72245;
6/9/2017 3:40:22 AM;51;EIS;43:00:54.367;00:01:58.042;2;1;Pan_5pulse_EIS_0dC;3.87065;0.00000;-0.58002;;0.00100;6000.00000;449.93653;2.00000;-2.00000;20.00000;10.00000;10.00000;16.00000;3.87244;30.48809;-4.87104;450.70422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03362;0.33478;30.87476;-9.07736;-10.00000;-10.00000;-7.73366;
6/9/2017 3:40:33 AM;51;EIS;43:01:05.725;00:02:09.400;2;1;Pan_5pulse_EIS_0dC;3.87065;0.00000;-0.58002;;0.00100;6000.00000;337.40480;2.00000;-2.00000;20.00000;10.00000;11.00000;16.00000;3.87993;31.51947;-5.70466;336.84210;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03732;0.32384;32.03155;-10.25882;-10.00000;-10.00000;-7.73366;
6/9/2017 3:40:45 AM;51;EIS;43:01:17.427;00:02:21.102;2;1;Pan_5pulse_EIS_0dC;3.87065;0.00000;-0.58002;;0.00100;6000.00000;253.01790;2.00000;-2.00000;20.00000;10.00000;12.00000;16.00000;3.87268;32.65419;-6.51256;253.29816;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03933;0.31214;33.29729;-11.27908;-10.00000;-10.00000;-7.73366;
6/9/2017 3:40:57 AM;51;EIS;43:01:29.599;00:02:33.274;2;1;Pan_5pulse_EIS_0dC;3.87065;0.00000;-0.58002;;0.00100;6000.00000;189.73666;2.00000;-2.00000;20.00000;10.00000;13.00000;16.00000;3.87320;33.93629;-7.32460;189.72333;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04350;0.30057;34.71774;-12.17954;-10.00000;-10.00000;-7.73366;
