

Measurement ID;3740
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;6/7/2017 8:39:18 AM
End Time;1/2/1970
Test section;EIS00010
Comment;
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
6/10/2017 2:29:01 AM;58;EIS;65:49:32.818;00:00:21.363;2;1;Pan_5pulse_EIS_0dC;3.42285;0.00000;-2.17502;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.42559;28.28377;7.55535;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99261;0.33906;29.27550;14.95601;-10.00000;-10.00000;-7.90179;
6/10/2017 2:29:12 AM;58;EIS;65:49:43.493;00:00:32.038;2;1;Pan_5pulse_EIS_0dC;3.42285;0.00000;-2.17502;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.42611;28.13627;5.31721;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.97673;0.34111;28.63429;10.70158;-10.00000;-10.00000;-7.91299;
6/10/2017 2:29:22 AM;58;EIS;65:49:54.058;00:00:42.603;2;1;Pan_5pulse_EIS_0dC;3.42285;0.00000;-2.17502;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.42249;28.14424;3.29331;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.97673;0.34886;28.33627;6.67414;-10.00000;-10.00000;-7.91299;
6/10/2017 2:29:33 AM;58;EIS;65:50:04.827;00:00:53.372;2;1;Pan_5pulse_EIS_0dC;3.42285;0.00000;-2.17502;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.42460;28.35000;1.47878;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00110;0.35264;28.38854;2.98593;-10.00000;-10.00000;-7.71125;
6/10/2017 2:29:44 AM;58;EIS;65:50:15.557;00:01:04.102;2;1;Pan_5pulse_EIS_0dC;3.42285;0.00000;-2.17502;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.42475;28.71911;0.01646;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01123;0.35211;28.71912;0.03284;-10.00000;-10.00000;-7.71125;
6/10/2017 2:29:55 AM;58;EIS;65:50:26.426;00:01:14.971;2;1;Pan_5pulse_EIS_0dC;3.42285;0.00000;-2.17502;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.43000;29.18342;-1.14115;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01668;0.34811;29.20572;-2.23927;-10.00000;-10.00000;-7.91299;
6/10/2017 2:30:06 AM;58;EIS;65:50:37.206;00:01:25.751;2;1;Pan_5pulse_EIS_0dC;3.42285;0.00000;-2.17502;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.43014;29.79515;-2.22522;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02279;0.34232;29.87813;-4.27114;-10.00000;-10.00000;-7.91299;
6/10/2017 2:30:17 AM;58;EIS;65:50:48.189;00:01:36.734;2;1;Pan_5pulse_EIS_0dC;3.42349;0.00000;-2.17502;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.41752;30.49639;-3.16418;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02602;0.33464;30.66010;-5.92358;-10.00000;-10.00000;-7.91299;
6/10/2017 2:30:28 AM;58;EIS;65:50:59.245;00:01:47.790;2;1;Pan_5pulse_EIS_0dC;3.42285;0.00000;-2.17502;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.42017;31.29627;-4.02381;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02911;0.32614;31.55388;-7.32642;-10.00000;-10.00000;-7.91299;
