

Measurement ID;3740
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;6/7/2017 8:39:18 AM
End Time;1/2/1970
Test section;EIS00001
Comment;
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
6/8/2017 3:58:38 PM;42;EIS;31:19:10.876;00:00:21.322;1;1;Pan_5pulse_EIS_0dC;4.14538;0.00000;0.00000;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;4.14468;26.99550;7.17903;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99725;0.35700;27.93377;14.89223;-10.00000;-10.00000;-7.30775;
6/8/2017 3:58:49 PM;42;EIS;31:19:21.558;00:00:32.004;1;1;Pan_5pulse_EIS_0dC;4.14538;0.00000;0.00000;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;4.13727;26.79163;5.01709;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.97433;0.35746;27.25734;10.60655;-10.00000;-10.00000;-7.30775;
6/8/2017 3:58:59 PM;42;EIS;31:19:32.171;00:00:42.617;1;1;Pan_5pulse_EIS_0dC;4.14409;0.00000;0.00000;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;4.14015;26.76923;3.03294;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98724;0.36645;26.94049;6.46403;-10.00000;-10.00000;-7.31896;
6/8/2017 3:59:10 PM;42;EIS;31:19:42.737;00:00:53.183;1;1;Pan_5pulse_EIS_0dC;4.14281;0.00000;0.00000;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;4.14267;26.96011;1.23133;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00091;0.37087;26.98821;2.61501;-10.00000;-10.00000;-7.31896;
6/8/2017 3:59:21 PM;42;EIS;31:19:53.381;00:01:03.827;1;1;Pan_5pulse_EIS_0dC;4.14281;0.00000;0.00000;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;4.13254;27.32638;-0.24668;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01211;0.37036;27.32750;-0.51721;-10.00000;-10.00000;-7.31896;
6/8/2017 3:59:31 PM;42;EIS;31:20:04.090;00:01:14.536;1;1;Pan_5pulse_EIS_0dC;4.14345;0.00000;0.00000;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;4.13371;27.79945;-1.43567;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01833;0.36582;27.83650;-2.95634;-10.00000;-10.00000;-7.33017;
6/8/2017 3:59:42 PM;42;EIS;31:20:14.881;00:01:25.327;1;1;Pan_5pulse_EIS_0dC;4.14409;0.00000;0.00000;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;4.13172;28.43767;-2.57202;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02544;0.35913;28.55374;-5.16800;-10.00000;-10.00000;-7.33017;
6/8/2017 3:59:53 PM;42;EIS;31:20:25.765;00:01:36.211;1;1;Pan_5pulse_EIS_0dC;4.14409;0.00000;0.00000;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;4.12812;29.18296;-3.57411;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02959;0.35019;29.40101;-6.98239;-10.00000;-10.00000;-7.31896;
6/8/2017 4:00:04 PM;42;EIS;31:20:36.707;00:01:47.153;1;1;Pan_5pulse_EIS_0dC;4.14409;0.00000;0.00000;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;4.13093;30.04217;-4.51046;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02959;0.34009;30.37888;-8.53848;-10.00000;-10.00000;-7.31896;
