

Measurement ID;3740
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;6/7/2017 8:39:18 AM
End Time;1/2/1970
Test section;EIS00007
Comment;
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
6/9/2017 3:08:53 PM;51;EIS;54:29:25.401;00:00:21.287;5;1;Pan_5pulse_EIS_0dC;3.60815;0.00000;-1.45002;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.60965;27.62794;7.59611;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99250;0.34638;28.65316;15.37322;-10.00000;-10.00000;-7.91299;
6/9/2017 3:09:04 PM;51;EIS;54:29:35.892;00:00:31.778;5;1;Pan_5pulse_EIS_0dC;3.60815;0.00000;-1.45002;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.61044;27.44228;5.37455;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99250;0.34852;27.96363;11.08108;-10.00000;-10.00000;-7.91299;
6/9/2017 3:09:14 PM;51;EIS;54:29:46.507;00:00:42.393;5;1;Pan_5pulse_EIS_0dC;3.60815;0.00000;-1.45002;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.61163;27.42360;3.35941;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98683;0.35718;27.62860;6.98398;-10.00000;-10.00000;-7.91299;
6/9/2017 3:09:25 PM;51;EIS;54:29:57.225;00:00:53.111;5;1;Pan_5pulse_EIS_0dC;3.60815;0.00000;-1.45002;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.60983;27.60358;1.55036;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99998;0.36169;27.64708;3.21465;-10.00000;-10.00000;-7.91299;
6/9/2017 3:09:36 PM;51;EIS;54:30:07.959;00:01:03.845;5;1;Pan_5pulse_EIS_0dC;3.60815;0.00000;-1.45002;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.60992;27.94750;0.08611;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01040;0.36153;27.94763;0.17654;-10.00000;-10.00000;-7.91299;
6/9/2017 3:09:47 PM;51;EIS;54:30:18.712;00:01:14.598;5;1;Pan_5pulse_EIS_0dC;3.60815;0.00000;-1.45002;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.61392;28.39326;-1.07531;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01641;0.35772;28.41361;-2.16887;-10.00000;-10.00000;-7.91299;
6/9/2017 3:09:57 PM;51;EIS;54:30:29.438;00:01:25.324;5;1;Pan_5pulse_EIS_0dC;3.60815;0.00000;-1.45002;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.61004;28.98842;-2.16909;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02287;0.35187;29.06946;-4.27925;-10.00000;-10.00000;-7.92420;
6/9/2017 3:10:08 PM;51;EIS;54:30:40.322;00:01:36.208;5;1;Pan_5pulse_EIS_0dC;3.60815;0.00000;-1.45002;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.61756;29.67719;-3.11898;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02642;0.34397;29.84064;-5.99958;-10.00000;-10.00000;-7.92420;
6/9/2017 3:10:19 PM;51;EIS;54:30:51.369;00:01:47.255;5;1;Pan_5pulse_EIS_0dC;3.60815;0.00000;-1.45002;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.60967;30.46579;-3.99152;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02960;0.33509;30.72616;-7.46418;-10.00000;-10.00000;-7.91299;
