

Measurement ID;3740
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;6/7/2017 8:39:18 AM
End Time;1/2/1970
Test section;EIS00002
Comment;
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
6/8/2017 7:38:40 PM;42;EIS;34:59:12.943;00:00:21.261;2;1;Pan_5pulse_EIS_0dC;4.02442;0.00000;-0.14500;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;4.02556;26.92973;7.37360;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99257;0.35549;27.92097;15.31279;-10.00000;-10.00000;-7.52071;
6/8/2017 7:38:51 PM;42;EIS;34:59:23.446;00:00:31.764;2;1;Pan_5pulse_EIS_0dC;4.02442;0.00000;-0.14500;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;4.02676;26.72238;5.20089;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.97351;0.35760;27.22379;11.01360;-10.00000;-10.00000;-7.30775;
6/8/2017 7:39:01 PM;42;EIS;34:59:34.020;00:00:42.338;2;1;Pan_5pulse_EIS_0dC;4.02506;0.00000;-0.14500;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;4.02685;26.68449;3.21460;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98619;0.36692;26.87741;6.86915;-10.00000;-10.00000;-7.49829;
6/8/2017 7:39:12 PM;42;EIS;34:59:44.627;00:00:52.945;2;1;Pan_5pulse_EIS_0dC;4.02506;0.00000;-0.14500;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;4.02696;26.85192;1.41631;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99965;0.37176;26.88925;3.01929;-10.00000;-10.00000;-7.52071;
6/8/2017 7:39:23 PM;42;EIS;34:59:55.266;00:01:03.584;2;1;Pan_5pulse_EIS_0dC;4.02506;0.00000;-0.14500;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;4.02889;27.19582;-0.05404;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99965;0.37172;27.19588;-0.11385;-10.00000;-10.00000;-7.50950;
6/8/2017 7:39:33 PM;42;EIS;35:00:05.992;00:01:14.310;2;1;Pan_5pulse_EIS_0dC;4.02506;0.00000;-0.14500;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;4.02717;27.64771;-1.23286;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01737;0.36761;27.67519;-2.55322;-10.00000;-10.00000;-7.50950;
6/8/2017 7:39:44 PM;42;EIS;35:00:16.784;00:01:25.102;2;1;Pan_5pulse_EIS_0dC;4.02506;0.00000;-0.14500;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;4.02723;28.25583;-2.35315;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02423;0.36123;28.35364;-4.76061;-10.00000;-10.00000;-7.52071;
6/8/2017 7:39:55 PM;42;EIS;35:00:27.623;00:01:35.941;2;1;Pan_5pulse_EIS_0dC;4.02506;0.00000;-0.14500;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;4.01969;28.96524;-3.33810;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02423;0.35269;29.15696;-6.57405;-10.00000;-10.00000;-7.52071;
6/8/2017 7:40:06 PM;42;EIS;35:00:38.611;00:01:46.929;2;1;Pan_5pulse_EIS_0dC;4.02571;0.00000;-0.14500;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;4.02743;29.78250;-4.25408;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03164;0.34291;30.08479;-8.12905;-10.00000;-10.00000;-7.52071;
